着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,6,サトノフェニックス,55,和田竜二,1:13.3,,3-3,36.8,4.0,2,[西] 西園正都,里見治,720.0,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021101444,牡,2,476,0
2,7,11,ボビーニクビッタケ,55,藤岡康太,1:13.9,4,2-2,37.6,17.8,6,[西] 宮徹,小林祥晃,290.0,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021104316,牝,2,446,0
3,7,10,トラペジスト,55,松山弘平,1:14.4,3,5-3,37.8,2.2,1,[西] 音無秀孝,シルクレーシング,180.0,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021104928,牡,2,516,0
4,6,8,サザンカ,54,角田大河,1:14.5,1/2,1-1,38.3,10.3,5,[西] 角田晃一,犬塚悠治郎,110.0,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021107281,牝,2,472,0
5,3,3,エコロガイア,55,岩田望来,1:14.6,1/2,8-8,37.4,7.0,3,[西] 森秀行,原村正紀,72.0,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021110056,牡,2,466,0
6,4,5,アルピニスト,55,長岡禎仁,1:14.7,1/2,6-6,38.0,48.9,9,[西] 杉山佳明,キーウエスト,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021106296,牝,2,468,0
7,8,12,ダイシンバースディ,55,加藤祥太,1:14.8,1/2,6-6,38.2,30.8,7,[西] 庄野靖志,大八木信行,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021100104,牡,2,468,0
8,6,9,ナムラルッコラ,52,田口貫太,1:16.2,8,3-3,39.8,40.3,8,[西] 大橋勇樹,奈村睦弘,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021100604,牝,2,476,0
9,4,4,オールラウンダー,55,松若風馬,1:16.6,2.1/2,9-9,38.8,114.0,11,[西] 宮本博,吉澤ホールディングス,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021102442,牡,2,464,0
10,1,1,ノットイナフ,55,川田将雅,1:16.6,クビ,12-11,38.3,9.6,4,[西] 浜田多実,ノースヒルズ,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021106625,牡,2,454,0
11,8,13,ミヤジテン,52,永島まな,1:16.7,クビ,9-9,38.8,101.5,10,[西] 川村禎彦,曽我司,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021102531,牝,2,464,0
12,2,2,コパノアマンダ,52,西塚洸二,1:17.2,3.1/2,13-13,38.4,225.1,13,[西] 村山明,小林祥晃,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021107055,牝,2,444,0
13,5,7,ダイメイゼット,54,泉谷楓真,1:18.0,5,9-12,39.9,141.6,12,[西] 本田優,宮本昇,,2歳新馬,202309030505,阪神,1200,右,ダート,良,晴,2021100776,牡,2,448,0
