着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,3,6,カネトシフラム,51,田口貫太,1:12.3,,5-4,36.6,3.5,2,[西] 大橋勇樹,兼松昌男,550.0,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020100716,牝,3,452,+4
2,4,7,ラピッドベル,54,岩田望来,1:12.4,1/2,2-2,37.2,7.3,4,[西] 牧浦充徳,大樹ファーム,220.0,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020106813,牝,3,504,0
3,8,15,コトヴィア,54,酒井学,1:12.8,2.1/2,10-9,36.5,2.7,1,[西] 松永幹夫,広尾レース,140.0,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020100671,牝,3,448,+2
4,8,16,タイコウフェイス,51,川端海翼,1:12.9,1/2,3-3,37.4,122.9,11,[西] 石橋守,ＳＴレーシング,83.0,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020107162,牝,3,424,+2
5,6,12,ビナカントー,54,高倉稜,1:13.0,1/2,8-6,37.0,22.2,6,[西] 服部利之,井之口二三雄,55.0,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020105084,牝,3,474,0
6,5,10,ファイブレイナ,50,河原田菜,1:13.1,1/2,9-10,36.9,50.6,8,[西] 渡辺薫彦,高昭牧場,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020100735,牝,3,418,0
7,4,8,メリーコッカー,54,藤岡康太,1:13.4,2,5-4,37.6,13.3,5,[西] 千田輝彦,小林竜太郎,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020105289,牝,3,418,-4
8,2,3,ホウオウジュビリー,54,和田竜二,1:13.5,1/2,7-6,37.6,4.1,3,[西] 音無秀孝,小笹芳央,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020103710,牝,3,460,+2
9,7,14,ルージュアグライア,54,太宰啓介,1:13.5,クビ,14-14,36.6,187.9,13,[西] 昆貢,東京ホースレーシング,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020104953,牝,3,490,-4
10,1,1,サイモンブーケ,54,西村淳也,1:14.9,8,13-12,38.2,110.7,10,[西] 梅田智之,澤田昭紀,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020102317,牝,3,490,-4
11,3,5,ライメイウィザード,51,西塚洸二,1:15.4,3,3-6,39.8,219.3,14,[西] 浜田多実,渋谷健作,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020101530,牝,3,424,+10
12,6,11,シャインフェアリー,54,川須栄彦,1:15.7,1.1/2,12-12,39.1,134.9,12,[西] 畑端省吾,ヒダカ・ブリーダーズ・ユニオン,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020100921,牝,3,476,0
13,7,13,ルナスティール,54,国分優作,1:15.7,ハナ,10-10,39.3,299.3,15,[西] 渡辺薫彦,大戸志浦,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020104356,牝,3,454,0
14,2,4,エイルリシュリュー,51,今村聖奈,1:15.8,3/4,1-1,41.5,27.8,7,[西] 飯田祐史,永田博之,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020106486,牝,3,456,-8
15,5,9,ロングエール,54,幸英明,1:27.2,大,15-15,44.9,97.3,9,[西] 大根田裕,中井敏雄,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020100622,牝,3,488,0
除,1,2,モズメルベイユ,51,永島まな,,,,,---,,[西] 杉山佳明,キャピタル・システム,,3歳未勝利,202309030702,阪神,1200,右,ダート,稍重,曇,2020102257,牝,3,430,0
