着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,1,1,ロードアウォード,56,川田将雅,1:23.4,,3-4,36.2,7.8,4,[西] 吉岡辰弥,ロードホースクラブ,550.0,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020100162,セ,3,448,-4
2,5,9,トモジャケーヤ,53,田口貫太,1:23.6,1.1/2,3-3,36.5,2.1,1,[西] 大根田裕,吉冨朝美,220.0,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020104650,牡,3,524,+4
3,3,6,サイレンスゴールド,56,荻野極,1:24.3,4,2-2,37.4,6.8,3,[西] 杉山佳明,辻子依旦,140.0,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020105149,牡,3,508,+6
4,7,14,ジャスティンユウジ,56,岩田望来,1:24.9,3.1/2,7-5,37.3,25.9,7,[西] 吉岡辰弥,三木正浩,83.0,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020103555,牡,3,516,+12
5,4,8,ダノンヒューマ,56,坂井瑠星,1:25.0,1/2,8-8,37.3,9.9,5,[西] 大久保龍,ダノックス,55.0,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020102936,牡,3,472,+2
6,1,2,メイショウネムノキ,54,松山弘平,1:25.3,1.1/2,1-1,38.5,9.9,6,[西] 池添学,松本好雄,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020106918,牝,3,498,0
7,2,4,ヴァイタリティ,54,団野大成,1:25.6,2,11-10,37.6,204.4,14,[西] 高橋義忠,ゴドルフィン,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020101790,牝,3,500,+12
8,4,7,キュールエスグリ,54,菱田裕二,1:25.6,ハナ,15-12,37.1,63.1,10,[西] 中尾秀正,岡本良三,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020100115,牝,3,462,-8
9,3,5,ララプロフォン,56,西村淳也,1:25.7,1/2,6-5,38.3,172.8,13,[西] 辻野泰之,フジイ興産,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020105841,牡,3,498,-8
10,5,10,ローブドゥマリエ,54,幸英明,1:25.8,3/4,8-8,38.0,48.5,9,[西] 梅田智之,サラブレッドクラブ・ラフィアン,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020106344,牝,3,464,+4
11,8,16,リュクスドレフォン,56,和田竜二,1:26.0,1,5-5,38.7,35.9,8,[西] 平田修,田畑憲士,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020106927,牡,3,508,-4
12,7,13,ヴォアプレット,56,藤岡康太,1:26.6,3.1/2,12-13,38.3,96.7,11,[西] 中内田充,金子真人ホールディングス,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020104937,牡,3,452,0
13,6,11,エコログレイト,56,国分恭介,1:26.8,3/4,12-10,38.7,503.6,16,[西] 牧浦充徳,原村正紀,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020105843,牡,3,460,+6
14,6,12,モズキラー,56,酒井学,1:27.6,5,14-15,39.1,131.9,12,[西] 森田直行,キャピタル・システム,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020101911,牡,3,448,-6
15,8,15,タイセイスパート,56,高倉稜,1:27.8,1,15-16,39.0,226.8,15,[西] 杉山晴紀,田中成奉,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020106391,牡,3,500,-10
16,2,3,ミッキーゴーゴー,56,松若風馬,1:30.3,大,8-13,42.4,5.5,2,[西] 音無秀孝,野田みづき,,3歳未勝利,202309030301,阪神,1400,右,ダート,稍重,晴,2020103611,牡,3,532,+10
