着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,9,テーオーリカード,55,岩田望来,1:52.3,,1-1-1-1,37.4,9.6,5,[西] 高柳大輔,小笹公也,"1,140.0",3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2020106884,牡,3,478,-8
2,4,8,ゼットリアン,55,和田竜二,1:52.4,1.1/4,5-5-7-7,36.9,2.7,1,[西] 吉田直弘,フォーレスト,460.0,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2020104760,牡,3,438,-4
3,8,15,レッドベルアーム,58,幸英明,1:52.6,1.1/4,5-5-4-4,37.3,13.2,6,[西] 藤原英昭,東京ホースレーシング,290.0,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019105544,牡,4,514,+4
4,7,14,インテンスフレイム,58,団野大成,1:52.6,ハナ,3-3-3-3,37.5,6.5,3,[西] 千田輝彦,ゴドルフィン,170.0,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2018100679,牡,5,518,-10
5,6,11,カネトシブルーム,55,田口貫太,1:53.0,2.1/2,2-2-2-2,38.0,18.6,8,[西] 大橋勇樹,兼松昌男,114.0,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019106475,牡,4,510,0
6,2,3,ヴィヴァン,58,西村淳也,1:53.1,1/2,5-5-4-4,37.8,8.1,4,[西] 池江泰寿,前田幸大,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2018102040,牡,5,488,-4
7,7,13,ニホンピロハーバー,58,藤岡康太,1:53.3,1.1/4,13-14-13-12,36.9,18.1,7,[西] 安達昭夫,小林英一,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2018103828,牡,5,502,0
8,1,1,タイセイエピソード,58,松若風馬,1:53.7,2.1/2,12-12-11-11,37.8,26.8,9,[西] 杉山晴紀,田中成奉,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019106390,牡,4,476,0
9,5,10,イルミネーター,58,水口優也,1:53.9,1.1/4,8-8-10-9,38.1,43.6,11,[西] 羽月友彦,グリーンスウォード,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2017105895,牡,6,480,0
10,6,12,ベンダバリラビア,52,今村聖奈,1:54.4,3,15-15-15-15,37.8,4.8,2,[西] 寺島良,幅田昌伸,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2020101968,牡,3,522,0
11,4,7,レディベル,56,小崎綾也,1:54.6,1.1/4,8-8-7-7,39.0,171.9,13,[西] 矢作芳人,ヒダカ・ブリーダーズ・ユニオン,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019106527,牝,4,526,+4
12,3,5,ファイヴレター,55,西塚洸二,1:54.7,クビ,13-13-14-13,38.2,294.2,15,[東] 佐藤吉勝,熊坂俊一,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2017102043,牡,6,458,-10
13,8,16,タイセイドリーマー,55,永島まな,1:55.0,1.1/2,11-11-7-9,39.2,184.9,14,[西] 小栗実,田中成奉,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2018103730,牡,5,512,+2
14,2,4,ヴォルゴグラード,58,菱田裕二,1:55.5,3,8-8-11-13,39.3,74.8,12,[西] 牧田和弥,サンデーレーシング,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019105441,牡,4,510,-2
15,3,6,ダイシンカローリ,58,中井裕二,1:56.6,7,16-16-15-16,39.8,493.0,16,[西] 庄野靖志,大八木信行,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2015101170,牡,8,520,0
16,1,2,エアアネモイ,58,坂井瑠星,1:57.4,5,3-3-4-6,42.1,29.9,10,[西] 池添学,ラッキーフィールド,,3歳以上2勝クラス,202309030612,阪神,1800,右,ダート,良,曇,2019110096,牡,4,524,0
