着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,7,15,カズキ,56,松若風馬,2:27.8,,3-3-2-2,36.3,10.1,6,[西] 梅田智之,大石秀夫,550.0,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020102340,牡,3,428,-6
2,1,1,ツーウィング,54,菱田裕二,2:27.9,1/2,11-11-8-7,36.0,8.6,5,[西] 橋口慎介,増田和啓,220.0,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020105683,牝,3,428,0
3,4,8,ニホンピロフリード,54,高倉稜,2:28.0,3/4,5-6-7-7,36.1,50.3,8,[西] 服部利之,小林英一,140.0,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020104223,牝,3,466,-2
4,6,12,シゲルテイオウ,52,河原田菜,2:28.4,2.1/2,7-7-9-9,36.2,72.5,11,[西] 渡辺薫彦,森中啓子,83.0,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020100026,牡,3,426,-2
5,3,5,ディアマイサン,56,西村淳也,2:28.4,クビ,10-9-4-4,36.7,2.6,1,[西] 松下武士,吉田晴哉,55.0,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020102570,牡,3,522,-2
6,4,7,ユメヲカケル,56,国分恭介,2:28.5,クビ,7-7-9-9,36.3,133.4,14,[西] 音無秀孝,小田切光,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020107049,牡,3,474,-2
7,8,16,エドワーズクラウン,56,和田竜二,2:28.5,クビ,4-4-4-4,36.8,8.4,4,[西] 大久保龍,シルクレーシング,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020103514,牡,3,444,0
8,1,2,ヒルノグラスゴー,56,横山典弘,2:28.6,クビ,5-5-4-4,36.9,16.0,7,[西] 昆貢,ヒルノ,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020106674,牡,3,474,0
9,5,10,ワンダーミズキ,53,西塚洸二,2:28.8,1.1/4,2-2-2-2,37.3,121.6,13,[西] 高柳大輔,山本能成,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020100602,牡,3,392,0
10,5,9,モイル,54,幸英明,2:28.9,3/4,13-13-15-15,36.1,90.0,12,[西] 角田晃一,前川企画,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020107076,牝,3,462,+4
11,6,11,ヤサカソレイユ,53,田口貫太,2:29.3,2.1/2,15-15-15-13,36.6,139.8,15,[西] 松永昌博,志邑宣彦,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020105173,牡,3,450,0
12,2,3,トプシー,54,小崎綾也,2:29.9,3.1/2,9-10-12-12,37.3,163.6,16,[西] 吉田直弘,金子真人ホールディングス,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020101643,牝,3,392,+4
13,8,17,オクタグラム,55,角田大河,2:29.9,ハナ,16-16-14-17,36.6,61.8,9,[西] 友道康夫,キャロットファーム,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020103290,セ,3,470,-10
14,7,13,ピーシャ,54,団野大成,2:30.3,2,13-14-11-9,38.1,5.0,2,[西] 武幸四郎,中辻明,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020100900,牝,3,468,+4
15,8,18,シーガーディアン,56,岩田望来,2:31.5,7,1-1-1-1,40.1,5.5,3,[西] 友道康夫,平井裕,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020101629,牡,3,538,-8
16,7,14,ケイティウラノス,56,加藤祥太,2:31.6,クビ,11-12-12-13,38.9,504.9,17,[西] 杉山佳明,瀧本和義,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020104816,牡,3,470,0
17,2,4,ヒラボクケリー,51,今村聖奈,2:31.6,クビ,17-17-17-16,38.4,71.0,10,[西] 寺島良,平田牧場,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020106672,牝,3,456,-2
取,3,6,ペネトレイトゴー,56,松山弘平,,,,,---,,[西] 森秀行,前川俊行,,3歳未勝利,202309030703,阪神,2400,右,芝,良,曇,2020101916,牡,3,,
