着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,7,8,ベルクレスタ,56,坂井瑠星,1:33.9,,2-2,32.7,2.4,1,[西] 須貝尚介,サンデーレーシング,"1,576.6",皆生特別,202309030609,阪神,1600,右,芝,良,曇,2019105415,牝,4,480,+8
2,6,6,ロンズデーライト,58,団野大成,1:34.6,4,1-1,33.4,6.0,3,[西] 池添学,シルクレーシング,627.6,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2018105129,牡,5,510,-8
3,2,2,メイショウカイト,56,幸英明,1:34.9,1.1/2,7-9,33.2,12.7,7,[西] 荒川義之,松本好雄,393.8,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2018103368,牝,5,466,-8
4,7,9,エアミアーニ,58,岩田望来,1:34.9,ハナ,2-3,33.6,12.4,6,[西] 笹田和秀,ラッキーフィールド,230.0,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2018106663,セ,5,434,-2
5,3,3,ムーンリットナイト,58,和田竜二,1:34.9,クビ,4-5,33.5,4.3,2,[西] 加用正,グリーンファーム,155.0,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2019106925,牡,4,498,-2
6,4,4,ブリュットミレジメ,58,川島信二,1:35.0,3/4,9-9,33.2,9.5,5,[西] 荒川義之,加藤徹,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2019102106,牡,4,508,-4
7,6,7,ロールアップ,56,西村淳也,1:35.3,1.1/2,4-8,33.8,7.6,4,[西] 中内田充,石川達絵,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2019103661,牝,4,458,+14
8,5,5,サダムゲンヤ,58,川須栄彦,1:35.3,クビ,4-5,33.9,107.9,10,[西] 中尾秀正,大西美生子,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2016105750,牡,7,494,-4
9,8,10,ヤマニンプレシオサ,56,菱田裕二,1:35.6,1.1/2,9-3,34.3,68.4,9,[東] 辻哲英,土井肇,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2017103123,牝,6,472,0
10,1,1,ヒルノエドワード,58,太宰啓介,1:35.6,ハナ,9-11,33.6,52.8,8,[西] 昆貢,ヒルノ,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2017101322,牡,6,478,0
11,8,11,ネバーゴーンアウト,58,泉谷楓真,1:36.3,4,7-5,34.9,295.5,11,[東] 加藤和宏,岡田牧雄,,皆生特別,202309030609,阪神,1600,右,芝,良,曇,2017102518,セ,6,482,-4
