着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,3,フォーチュンコード,54,藤岡康太,2:01.0,,16-16-15-14,35.0,42.9,10,[西] 小林真也,吉田千津,550.0,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020102883,牝,3,466,-2
2,1,2,コステロアスール,56,和田竜二,2:01.0,クビ,7-6-5-5,35.8,24.8,7,[西] 鈴木孝志,アスール,220.0,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020103828,牡,3,450,+2
3,7,13,レッドマジック,56,坂井瑠星,2:01.2,1.1/4,4-2-2-2,36.4,3.9,2,[西] 矢作芳人,藤田晋,140.0,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020103239,牡,3,484,-6
4,5,9,ダイシンベスパ,54,森裕太朗,2:01.4,3/4,12-11-12-12,35.6,15.7,5,[西] 吉田直弘,大八木秀子,83.0,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020101966,牝,3,380,+4
5,2,4,ウインエクラン,56,松山弘平,2:01.4,1/2,13-13-10-8,35.7,10.3,3,[西] 宮徹,ウイン,55.0,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020100426,牡,3,462,-12
6,1,1,ワイズメアリー,54,藤懸貴志,2:01.4,ハナ,8-9-8-6,35.9,42.6,9,[西] 千田輝彦,新谷正子,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020101862,牝,3,470,+12
7,6,11,プロミシングギャル,53,角田大河,2:01.6,3/4,2-3-4-3,36.6,15.3,4,[西] 森田直行,近藤克麿,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020104649,牝,3,448,+10
8,3,6,ジュンフカリ,56,西村淳也,2:01.6,クビ,2-3-2-3,36.7,1.8,1,[西] 友道康夫,河合純二,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020103424,牡,3,440,-4
9,5,10,チュウワステート,56,小崎綾也,2:01.7,3/4,4-6-6-6,36.3,84.0,13,[西] 小崎憲,中西忍,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020102390,牡,3,484,+14
10,7,14,ショウナンダグラス,56,岩田望来,2:01.7,アタマ,1-1-1-1,37.0,55.9,11,[西] 茶木太樹,国本哲秀,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020101961,牡,3,480,-2
11,3,5,ラムケイ,54,幸英明,2:02.1,2.1/2,15-15-12-12,36.3,21.1,6,[西] 吉岡辰弥,平井裕,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020101628,牝,3,504,+4
12,4,7,スピルクリスティ,53,秋山稔樹,2:02.2,3/4,10-10-10-8,36.5,225.2,15,[西] 藤沢則雄,大戸志浦,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020104350,牝,3,446,+10
13,8,16,ケイティウラノス,56,加藤祥太,2:03.7,9,13-13-14-14,37.8,590.9,16,[西] 杉山佳明,瀧本和義,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020104816,牡,3,470,0
14,8,15,クリプティクコード,56,団野大成,2:05.1,9,8-8-8-8,39.5,78.9,12,[西] 藤原英昭,フクキタル,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020110089,牡,3,500,+12
15,4,8,ヤマニンエカ,54,高倉稜,2:05.8,4,11-12-16-16,39.0,89.4,14,[西] 田中克典,土井肇,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020105597,牝,3,494,0
16,6,12,プエルトボニータ,56,松若風馬,2:06.7,5,4-5-6-8,41.2,25.1,8,[西] 今野貞一,谷掛龍夫,,3歳未勝利,202309030502,阪神,2000,右,芝,良,晴,2020103095,牡,3,506,+6
