着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,1,1,ヴォードヴィル,54,団野大成,1:53.3,,1-1-1-1,37.9,47.9,7,[西] 中竹和也,ローレルレーシング,550.0,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020105872,牝,3,442,-2
2,4,6,アウロス,54,岩田望来,1:54.8,9,4-4-4-3,39.0,1.5,1,[西] 上村洋行,カナヤマホールディングス,220.0,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020106306,牝,3,478,-10
3,3,3,ピエナパイロ,50,河原田菜,1:55.0,1.1/2,4-4-5-4,39.2,6.5,3,[西] 渡辺薫彦,本谷兼三,140.0,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020101335,牝,3,472,0
4,5,7,ゲンパチルミナス,51,永島まな,1:55.1,1/2,8-8-6-5,39.0,25.6,5,[西] 佐々木晶,平野武志,83.0,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020106320,牝,3,482,-4
5,3,4,ウィンウッドテール,54,小崎綾也,1:55.6,2.1/2,6-7-8-7,39.4,5.5,2,[西] 新谷功一,梶正典,55.0,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020106837,牝,3,424,+8
6,7,12,サンマルブライト,54,藤懸貴志,1:55.9,1.3/4,12-11-11-9,38.8,378.5,14,[西] 千田輝彦,相馬勇,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020106211,牝,3,450,+4
7,7,11,シゲルミライ,54,和田竜二,1:55.9,アタマ,2-2-2-2,40.4,7.9,4,[西] 川村禎彦,森中啓子,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020101777,牝,3,466,-4
8,6,10,パララヴィクトリア,51,今村聖奈,1:56.8,5,6-6-6-5,40.6,72.7,8,[西] 寺島良,ヒダカ・ブリーダーズ・ユニオン,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020105664,牝,3,444,0
9,8,13,エメイヴェイモン,53,角田大河,1:57.7,5,3-3-3-7,41.8,104.9,10,[西] 中竹和也,前田幸大,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020105654,牝,3,492,+10
10,8,14,メイショウニコヒメ,51,田口貫太,1:58.0,1.1/2,11-11-11-11,40.8,193.7,12,[西] 松永昌博,松本好雄,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020100980,牝,3,470,-2
11,5,8,ルクスシャロン,54,酒井学,1:58.9,5,14-14-14-14,40.8,243.0,13,[西] 四位洋文,ルクス,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020104307,牝,3,452,-8
12,6,9,ユウギリ,54,松山弘平,1:59.3,2.1/2,9-10-9-10,42.5,31.1,6,[西] 池添学,兼松康太,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020106735,牝,3,466,-8
13,2,2,クーファアドーブス,54,藤岡康太,1:59.3,ハナ,12-11-13-13,41.7,129.9,11,[西] 四位洋文,大迫正善,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020105936,牝,3,428,-6
14,4,5,テスティファイ,54,国分恭介,1:59.8,2.1/2,9-9-9-11,42.7,95.1,9,[西] 野中賢二,橋元勇氣,,3歳未勝利,202309030503,阪神,1800,右,ダート,良,晴,2020100633,牝,3,474,0
