着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,9,ローズバルサム,54,坂井瑠星,1:24.1,,11-10,36.5,7.7,3,[西] 吉村圭司,ノースヒルズ,550.0,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020105625,牝,3,432,-2
2,3,6,デアデルマーレ,54,川田将雅,1:24.3,1.1/4,3-2,37.9,2.9,2,[西] 坂口智康,ロードホースクラブ,220.0,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020100138,牝,3,482,0
3,2,4,エランティス,54,松山弘平,1:24.7,2.1/2,2-2,38.4,2.0,1,[西] 杉山晴紀,ヒダカ・ブリーダーズ・ユニオン,140.0,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020104429,牝,3,482,-6
4,1,1,カンノーリ,54,富田暁,1:25.2,3,1-1,39.0,66.2,8,[西] 木原一良,加藤千豊,83.0,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020106310,牝,3,438,+2
5,8,15,ピュアグルーヴ,50,河原田菜,1:25.6,2.1/2,12-14,37.5,20.5,6,[西] 藤岡健一,シルクレーシング,55.0,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020103444,牝,3,458,+4
6,5,10,スターペスカオリ,53,角田大河,1:25.7,3/4,6-6,38.8,11.3,4,[西] 石橋守,河野和香子,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020105929,牝,3,446,-2
7,7,14,カゼノオト,54,高倉稜,1:26.3,3.1/2,8-8,39.1,84.5,9,[西] 田中克典,坂口慎吾,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020102946,牝,3,456,-6
8,8,16,シャラパール,54,太宰啓介,1:26.5,1.1/4,12-12,38.4,346.5,16,[西] 高橋亮,ノースヒルズ,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020105636,牝,3,470,0
9,3,5,サウンドシエル,51,西塚洸二,1:26.5,アタマ,10-10,39.1,114.8,11,[西] 安達昭夫,増田雄一,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020106887,牝,3,472,-8
10,6,12,ティタン,54,長岡禎仁,1:26.6,アタマ,4-4,40.1,213.4,12,[西] 杉山佳明,ＣＯＣＯＲＯ組合,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020105243,牝,3,468,-6
11,6,11,カーメラ,51,田口貫太,1:27.0,2.1/2,4-4,40.5,107.1,10,[西] 四位洋文,エースレーシング,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020106870,牝,3,470,-22
12,4,7,エーテルノカゼ,54,団野大成,1:27.3,1.1/2,8-8,40.1,24.7,7,[西] 渡辺薫彦,藤田岳彦,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020102635,牝,3,416,-2
13,1,2,ルージュクオーレ,54,藤岡康太,1:27.5,1.1/4,15-15,38.9,15.0,5,[西] 友道康夫,東京ホースレーシング,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020103683,牝,3,488,0
14,7,13,プルシアンブルー,53,泉谷楓真,1:27.6,1/2,12-12,39.4,278.3,14,[西] 本田優,廣野敏樹,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020104746,牝,3,446,-2
15,2,3,メイショウマイタケ,54,酒井学,1:28.1,3,6-7,41.1,245.4,13,[西] 木原一良,松本好雄,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020100993,牝,3,424,+24
16,4,8,ルーラーソニオ,51,永島まな,1:28.6,3,16-16,39.6,312.3,15,[西] 笹田和秀,森国形,,3歳未勝利,202307030203,中京,1400,左,ダート,重,晴,2020106030,牝,3,420,0
