着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,4,ゴーフォマームード,51,今村聖奈,1:52.6,,4-4-4-3,38.1,11.9,4,[西] 長谷川浩,前田剛,550.0,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020106473,牝,3,438,-4
2,8,15,オシゲ,54,川田将雅,1:52.9,1.1/2,12-12-8-6,37.9,4.1,2,[西] 須貝尚介,大和屋暁,220.0,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020106642,牝,3,480,+10
3,5,9,アウロス,54,松山弘平,1:53.6,4,2-2-2-2,39.4,1.9,1,[西] 上村洋行,カナヤマホールディングス,140.0,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020106306,牝,3,476,-2
4,4,7,キュールエスグリ,51,永島まな,1:54.4,5,1-1-1-1,40.3,20.7,6,[西] 中尾秀正,岡本良三,83.0,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020100115,牝,3,458,-4
5,1,1,タガノマカロン,54,幸英明,1:54.5,クビ,13-12-13-11,39.0,44.9,8,[西] 藤沢則雄,八木良司,55.0,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020106036,牝,3,456,+6
6,4,8,タンバッフェ,54,酒井学,1:54.8,2,11-7-9-9,39.6,184.6,14,[西] 飯田雄三,荻野憲夫,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020100065,牝,3,460,-6
7,6,11,スマートケープ,54,坂井瑠星,1:54.9,クビ,4-4-4-3,40.4,5.3,3,[西] 辻野泰之,大川徹,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020102187,牝,3,472,-20
8,3,6,リボンピーチ,54,川須栄彦,1:55.1,1.1/2,8-7-6-6,40.3,19.4,5,[西] 羽月友彦,宮本貞雄,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020101281,牝,3,460,+2
9,7,13,ジャッドノワール,54,小牧太,1:55.3,3/4,14-14-10-10,40.0,67.7,11,[西] 笹田和秀,伊藤永二郎,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020104779,牝,3,442,+16
10,1,2,メイショウニコヒメ,51,川端海翼,1:55.4,1/2,8-7-14-14,39.8,407.1,16,[西] 松永昌博,松本好雄,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020100980,牝,3,466,-4
11,6,12,スノーファンタジー,54,団野大成,1:55.6,1.1/2,8-7-6-6,40.8,29.5,7,[西] 安田翔伍,ロードホースクラブ,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020100174,牝,3,452,+4
12,7,14,エイユースイート,50,河原田菜,1:55.6,アタマ,7-7-10-13,40.3,47.4,10,[西] 岡田稲男,笹部和子,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020101689,牝,3,462,+18
13,5,10,アイキューテーラー,53,角田大河,1:56.2,3.1/2,3-3-3-3,41.9,181.1,13,[西] 石橋守,中西浩一,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020104642,牝,3,474,+2
14,2,3,スマイルサンライズ,53,秋山稔樹,1:56.2,アタマ,4-4-10-12,40.9,337.8,15,[西] 平田修,松岡隆雄,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020101183,牝,3,482,-2
15,3,5,ブーケスマイル,54,加藤祥太,1:57.2,6,15-15-15-15,41.4,47.2,9,[西] 杉山晴紀,ヒダカ・ブリーダーズ・ユニオン,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020104268,牝,3,496,0
中,8,16,フェアリーハイ,54,松若風馬,,,,,99.9,12,[西] 平田修,水上行雄,,3歳未勝利,202307030102,中京,1800,左,ダート,不良,曇,2020100637,牝,3,480,-10
