着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,3,6,ファーンヒル,57,川田将雅,1:10.8,,4-4,35.6,4.2,1,[西] 清水久詞,カナヤマホールディングス,"1,877.1",安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019106293,牡,4,462,-2
2,2,3,メイショウフジタカ,55,中井裕二,1:10.8,クビ,13-12,35.2,55.2,10,[西] 飯田祐史,松本好隆,750.6,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2018105860,牡,5,486,-10
3,8,15,クレド,56,高倉稜,1:10.9,クビ,8-8,35.5,14.5,6,[西] 田中克典,カナヤマホールディングス,465.3,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019103197,牡,4,422,+2
4,6,12,カフジエニアゴン,54,古川吉洋,1:10.9,ハナ,1-1,36.2,5.7,4,[西] 木原一良,加藤守,280.0,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019102753,牝,4,500,-2
5,2,4,ウナギノボリ,57,国分恭介,1:11.0,クビ,14-12,35.0,5.1,3,[西] 音無秀孝,小田切有一,184.0,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019107016,牡,4,472,+8
6,8,16,スマートラプター,55,酒井学,1:11.0,アタマ,2-2,36.1,6.0,5,[西] 西園正都,大川徹,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019102521,牡,4,526,+4
7,7,14,アシタバ,53,城戸義政,1:11.1,3/4,2-2,36.3,17.9,7,[西] 奥村豊,佐久間拓士,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2018102264,牝,5,492,+10
8,5,9,マイステージ,52,秋山稔樹,1:11.1,アタマ,12-12,35.4,151.2,14,[東] 伊藤伸一,冨沢敦子,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2018105877,牝,5,442,+2
9,3,5,ヴァリアント,57,菱田裕二,1:11.3,3/4,8-8,35.9,40.9,9,[西] 茶木太樹,カナヤマホールディングス,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2016100952,牡,7,488,+2
10,1,2,メズメライザー,56,団野大成,1:11.4,1/2,4-4,36.3,26.3,8,[西] 千田輝彦,ゴドルフィン,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2019101894,セ,4,514,-14
11,7,13,ショウゲッコウ,52,荻野極,1:11.4,アタマ,4-4,36.3,104.8,13,[西] 杉山佳明,ヒダカ・ブリーダーズ・ユニオン,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2017103110,牝,6,480,+12
12,4,7,パワフルヒロコ,52,田中健,1:11.8,2.1/2,8-8,36.4,155.7,15,[西] 飯田雄三,三宅勝俊,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2014103514,牝,9,462,-4
13,1,1,ジゲン,58,岩田望来,1:11.8,アタマ,8-8,36.5,4.6,2,[西] 中村直也,林正道,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2017110146,牡,6,474,+2
14,6,11,ミエノワールド,55,松若風馬,1:12.0,1.1/4,4-4,36.9,57.7,11,[西] 西園正都,里見美惠子,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2017105306,牡,6,514,-2
15,4,8,シゲルヒラトリ,53,藤岡康太,1:12.0,アタマ,14-15,35.6,215.2,16,[東] 水野貴広,森中啓子,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2018102247,牡,5,482,-6
中,5,10,タイセイブレイズ,55,鮫島良太,,,,,62.3,12,[西] 牧浦充徳,田中成奉,,安芸ステークス,202309030410,阪神,1200,右,ダート,重,曇,2018102969,牡,5,474,-2
