着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,8,スリーパーダ,56,坂井瑠星,1:07.5,,7-7,33.7,19.5,8,[西] 斉藤崇史,キャロットファーム,"1,875.0",水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2019105237,牝,4,418,0
2,5,9,メイショウゲンセン,56,藤岡康太,1:07.8,2,1-1,34.6,3.3,1,[西] 武幸四郎,松本好雄,750.0,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017106087,牝,6,452,+20
3,2,3,ペプチドヤマト,58,菱田裕二,1:07.9,アタマ,5-3,34.5,7.8,4,[西] 武英智,沼川一彦,465.0,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2019103605,牡,4,486,-8
4,6,11,ビアイ,56,川須栄彦,1:08.1,1.1/4,2-2,34.9,127.2,13,[西] 畑端省吾,副島義久,280.0,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017106264,牝,6,514,0
5,8,15,サンキューユウガ,58,川田将雅,1:08.1,クビ,10-9,34.0,6.1,3,[西] 西村真幸,田畑利彦,184.0,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2016105734,牡,7,522,-12
6,3,6,メイショウドウドウ,58,西村淳也,1:08.2,クビ,13-11,34.0,12.6,7,[西] 荒川義之,松本好雄,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2015103357,牡,8,486,-6
7,1,2,フォイアーロート,58,中井裕二,1:08.3,3/4,15-14,33.7,74.1,11,[西] 中村直也,吉田勝己,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2018104949,牡,5,478,+2
8,2,4,グッドマックス,56,森裕太朗,1:08.4,クビ,11-12,34.2,132.6,15,[西] 小林真也,長谷川光司,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017103105,牝,6,472,+8
9,5,10,マイネルレノン,58,泉谷楓真,1:08.4,ハナ,3-3,35.0,9.5,6,[西] 宮徹,サラブレッドクラブ・ラフィアン,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2019100751,牡,4,470,+6
10,4,7,グレイトゲイナー,58,松山弘平,1:08.4,クビ,11-13,34.1,22.6,9,[西] 森秀行,田中慶治,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017106137,牡,6,476,-2
11,6,12,アビエルト,58,荻野極,1:08.4,ハナ,13-14,33.9,46.7,10,[西] 杉山佳明,野嶋祥二,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017106240,牡,6,496,0
12,3,5,ジョニーズララバイ,58,松若風馬,1:08.7,2,15-16,34.1,128.7,14,[西] 音無秀孝,金子真人ホールディングス,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2016104227,牡,7,464,-4
13,1,1,ホッコーアカツキ,58,国分優作,1:08.8,クビ,8-9,34.8,90.6,12,[西] 畑端省吾,北幸商事,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017100197,牡,6,514,-4
14,8,16,テイエムイダテン,58,田中健,1:08.8,ハナ,8-8,34.9,283.3,16,[西] 飯田雄三,竹園正繼,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2017102603,牡,6,476,+2
15,7,14,シゲルカチョウ,56,酒井学,1:09.2,2.1/2,3-3,35.8,8.4,5,[西] 高橋康之,森中啓子,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2018100025,牝,5,500,-14
16,7,13,オタルエバー,58,幸英明,1:09.3,1/2,6-6,35.7,5.2,2,[西] 中竹和也,住谷幾久子,,水無月ステークス,202309030311,阪神,1200,右,芝,良,曇,2019105658,牡,4,500,+20
