着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,3,5,セレスティアリティ,54,松山弘平,1:46.3,,5-3,35.6,2.9,1,[西] 西村真幸,サンデーレーシング,550.0,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020103209,牝,3,446,+4
2,4,8,ウォーターフルール,54,酒井学,1:46.6,1.3/4,6-6,35.8,29.9,8,[西] 石橋守,山岡正人,220.0,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020106844,牝,3,452,+8
3,4,7,メイショウタクボク,56,太宰啓介,1:46.7,1/2,14-13,35.2,118.7,15,[西] 高橋亮,松本好雄,140.0,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020104000,牡,3,460,-8
4,1,1,コパノサントス,56,幸英明,1:46.7,ハナ,3-3,36.1,4.2,2,[西] 梅田智之,小林祥晃,83.0,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020102344,牡,3,464,+4
5,6,11,コントリビューター,56,西村淳也,1:46.9,1.1/4,15-17,35.2,10.7,5,[西] 野中賢二,ゴドルフィン,55.0,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020101841,牡,3,468,+4
6,3,6,デルマモナーク,56,団野大成,1:46.9,クビ,9-7,35.9,32.7,10,[西] 安田翔伍,浅沼廣幸,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020103107,牡,3,458,0
7,8,18,チアーズ,54,岩田望来,1:46.9,ハナ,1-1,36.5,8.6,4,[西] 杉山晴紀,飯田正剛,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020104499,牝,3,488,+2
8,2,4,オストファーレン,56,和田竜二,1:47.0,3/4,11-10,35.7,110.9,14,[西] 大久保龍,インゼルレーシング,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020110006,牡,3,502,+2
9,6,12,ウインフランシーズ,54,高倉稜,1:47.2,3/4,2-2,36.7,11.2,6,[西] 飯田雄三,ウイン,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020105196,牝,3,454,0
10,5,9,マイディーレマイ,56,坂井瑠星,1:47.7,3,8-9,36.6,19.4,7,[西] 友道康夫,金子真人ホールディングス,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020102601,牡,3,512,-6
11,7,15,サトノアルペジオ,56,国分優作,1:47.8,1,3-3,37.1,86.4,13,[西] 田中克典,里見治,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020103477,牡,3,500,+10
12,7,14,ニホンピロパークス,54,水口優也,1:47.9,クビ,11-10,36.5,35.7,11,[西] 服部利之,小林英一,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020104222,牝,3,420,-6
13,5,10,ヒルノグラスゴー,56,横山典弘,1:47.9,クビ,9-10,36.5,32.3,9,[西] 昆貢,ヒルノ,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020106674,牡,3,474,+14
14,8,16,モンテコルノ,56,松若風馬,1:48.0,クビ,15-18,36.1,70.9,12,[西] 奥村豊,キャロットファーム,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020103665,牡,3,446,-6
15,1,2,ダイヤモンドロワ,56,小牧太,1:48.2,1.1/4,15-14,36.6,152.9,16,[西] 笹田和秀,林進,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020106237,牡,3,444,0
16,7,13,エリム,54,藤岡康太,1:48.2,クビ,11-14,36.6,6.6,3,[西] 石坂公一,吉田照哉,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020102803,牝,3,424,+2
17,2,3,ウインヴィオラ,53,泉谷楓真,1:48.9,4,6-7,37.9,322.9,17,[西] 加用正,ウイン,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020105184,牝,3,474,0
18,8,17,デルマシタテナゲ,54,菱田裕二,1:49.7,5,15-14,38.1,377.7,18,[西] 森田直行,浅沼廣幸,,3歳未勝利,202309030306,阪神,1800,右,芝,良,曇,2020102694,牝,3,444,-10
