着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,8,トウセツ,58,藤岡康太,1:51.9,,11-11-11-14,36.8,4.6,2,[西] 杉山佳明,中辻明,"1,873.6",灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019104589,牡,4,470,-6
2,2,3,ダノンブレット,58,幸英明,1:52.0,3/4,14-14-13-10,36.7,6.7,4,[東] 菊沢隆徳,ダノックス,749.6,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2018104665,牡,5,508,-8
3,4,7,セレッソ,56,西村淳也,1:52.3,1.1/2,6-6-7-5,37.8,13.1,5,[西] 長谷川浩,中村祐子,464.8,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019103038,牝,4,470,+4
4,8,16,カネコメノボル,58,森裕太朗,1:52.5,1.1/4,9-10-8-8,37.7,175.9,16,[西] 中尾秀正,高岡浩行,280.0,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2017101239,セ,6,442,-2
5,5,10,コパノニコルソン,58,泉谷楓真,1:52.7,1,13-13-10-10,37.7,3.6,1,[西] 宮徹,小林祥晃,184.0,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019104116,牡,4,530,-2
6,7,13,メイショウオキビ,58,角田大河,1:52.8,1/2,4-4-2-1,38.6,75.4,14,[西] 松永昌博,松本好雄,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2018105846,牡,5,502,-4
7,1,2,マイネルクロンヌ,58,岩田望来,1:52.8,クビ,9-8-8-8,38.0,6.0,3,[東] 青木孝文,サラブレッドクラブ・ラフィアン,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2017102952,牡,6,502,-4
8,7,14,ヒミノフラッシュ,58,和田竜二,1:53.0,1.1/4,16-15-13-10,38.0,19.6,8,[西] 川村禎彦,佐々木八郎,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2018101337,牡,5,556,0
9,8,15,クリノホノオ,58,松若風馬,1:53.6,3.1/2,15-15-16-14,38.3,40.3,12,[西] 谷潔,栗本博晴,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2017101036,牡,6,488,-2
10,2,4,クインズバジル,56,川須栄彦,1:53.9,2,5-5-5-5,39.5,48.3,13,[西] 梅田智之,ケイアイスタリオン,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2018102087,牝,5,490,0
11,3,5,ルイナールカズマ,58,団野大成,1:54.0,クビ,6-6-5-5,39.6,31.9,11,[西] 奥村豊,雅苑興業,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019102593,牡,4,502,-6
12,6,12,セブンスレター,58,酒井学,1:54.7,4,2-2-2-2,40.5,14.7,6,[東] 武井亮,熊坂俊一,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019100876,牡,4,482,-6
13,5,9,ドライゼ,56,横山典弘,1:55.1,2.1/2,12-11-11-10,40.1,15.1,7,[西] 須貝尚介,社台レースホース,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019104768,牝,4,492,-4
14,3,6,スワヤンブナート,58,坂井瑠星,1:55.1,ハナ,2-2-2-2,41.0,27.5,10,[西] 須貝尚介,吉田勝己,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2019105133,セ,4,508,-2
15,6,11,コパノリッチマン,58,田口貫太,1:55.1,ハナ,8-8-13-16,39.8,99.5,15,[西] 村山明,小林祥晃,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2017104137,牡,6,512,-2
16,1,1,ゴールドブリーズ,58,西塚洸二,1:55.3,1.1/4,1-1-1-4,41.2,22.2,9,[東] 深山雅史,居城寿与,,灘ステークス,202309030610,阪神,1800,右,ダート,良,曇,2018102196,牡,5,494,-10
