着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,15,ハクアイアテナ,51,今村聖奈,1:25.8,,7-6,37.2,15.8,5,[西] 今野貞一,Ｈ．Ｉコーポレーション,550.0,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020105240,牝,3,424,+8
2,7,13,ファイアネイド,54,横山典弘,1:25.8,アタマ,7-6,37.2,4.4,3,[西] 安田翔伍,ゴドルフィン,220.0,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020101823,牝,3,452,+6
3,5,10,ルールメイプル,54,岩田望来,1:25.9,3/4,2-2,37.8,6.2,4,[西] 北出成人,儀賀好子,140.0,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020105827,牝,3,454,0
4,6,11,エーテルノカゼ,54,団野大成,1:26.2,2,4-4,37.8,57.8,9,[西] 渡辺薫彦,藤田岳彦,83.0,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020102635,牝,3,418,+4
5,1,1,カセノミオ,54,和田竜二,1:26.4,1.1/4,1-1,38.4,3.1,2,[西] 中尾秀正,平川進,55.0,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020105306,牝,3,518,-2
6,5,9,スーパーファルクス,54,坂井瑠星,1:26.7,1.3/4,4-4,38.4,2.9,1,[西] 武英智,吉田勝己,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020103451,牝,3,444,+4
7,8,16,フェアリーハイ,54,松若風馬,1:27.2,3,2-3,39.1,38.5,7,[西] 平田修,水上行雄,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020100637,牝,3,490,+6
8,6,12,アイキューテーラー,50,河原田菜,1:27.3,クビ,12-11,38.1,210.3,12,[西] 石橋守,中西浩一,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020104642,牝,3,472,0
9,4,8,エイシンゼータ,54,菱田裕二,1:27.4,3/4,10-10,38.4,86.9,10,[西] 今野貞一,栄進堂,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020106293,牝,3,468,0
10,4,7,ナパヴァレー,54,川須栄彦,1:27.7,1.3/4,4-8,39.1,391.0,14,[西] 牧田和弥,三宅勝俊,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020100270,牝,3,476,+8
11,2,4,イトサン,54,小崎綾也,1:27.9,3/4,16-16,37.1,47.7,8,[西] 小崎憲,ニッシンホールディングス,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020102124,牝,3,464,0
12,7,14,スマイルサンライズ,51,永島まな,1:28.2,2,12-13,38.9,97.9,11,[西] 平田修,松岡隆雄,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020101183,牝,3,484,+6
13,3,5,グッデイドリーム,53,泉谷楓真,1:28.2,アタマ,12-13,38.8,345.7,13,[西] 村山明,辻子依旦,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020102314,牝,3,440,+2
14,2,3,クリノキスミント,53,秋山稔樹,1:28.3,アタマ,15-15,37.8,639.2,16,[西] 高橋康之,栗本博晴,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020101986,牝,3,428,+6
15,3,6,リリノエ,53,角田大河,1:28.3,アタマ,7-8,39.7,22.4,6,[西] 野中賢二,カナヤマホールディングス,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020106932,牝,3,484,-4
16,1,2,エコロミューズ,54,国分恭介,1:29.1,5,11-11,40.0,451.7,15,[西] 牧浦充徳,原村正紀,,3歳未勝利,202309030601,阪神,1400,右,ダート,良,曇,2020104728,牝,3,488,+4
