着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,3,アルタビスタ,54,藤岡康太,1:35.6,,1-1,34.4,9.2,5,[西] 松永幹夫,サンデーレーシング,550.0,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103579,牝,3,458,+6
2,8,16,ハクサンバード,56,岩田望来,1:36.1,3,9-8,34.4,20.8,7,[西] 飯田雄三,河崎五市,220.0,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020100792,牡,3,498,-8
3,3,5,デュメイカズマ,56,団野大成,1:36.2,3/4,5-3,34.7,18.2,6,[西] 安田隆行,雅苑興業,140.0,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103706,牡,3,472,-2
4,4,7,メイショウタクボク,56,太宰啓介,1:36.2,アタマ,9-8,34.5,28.1,8,[西] 高橋亮,松本好雄,83.0,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020104000,牡,3,464,+4
5,3,6,ジャスティンボルト,56,坂井瑠星,1:36.5,2,15-3,35.1,4.9,3,[西] 友道康夫,三木正浩,55.0,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103624,牡,3,534,0
6,1,2,アクトゥールキネマ,56,酒井学,1:36.6,クビ,7-8,34.9,211.9,12,[西] 武英智,グリーンファーム,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103042,牡,3,432,-6
7,2,4,バズダイヤ,56,松若風馬,1:36.6,クビ,2-2,35.3,224.6,14,[西] 平田修,石原進,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020101620,牡,3,452,+2
8,6,12,テーオーレーズン,53,秋山稔樹,1:36.7,1/2,7-8,35.1,272.7,15,[西] 宮徹,小笹公也,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020100242,牝,3,426,+8
9,7,15,デイトナモード,56,武豊,1:36.8,1/2,9-12,34.9,4.3,2,[西] 千田輝彦,前原敏行,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020101872,牡,3,518,+2
10,4,8,バスキュラント,51,田口貫太,1:36.9,1/2,3-3,35.4,278.3,16,[西] 安達昭夫,市川義美ホールディングス,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020100581,牝,3,434,+16
11,6,11,コパノサントス,56,幸英明,1:37.0,1/2,5-3,35.6,6.0,4,[西] 梅田智之,小林祥晃,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020102344,牡,3,466,+2
12,5,10,ユレマー,54,鮫島克駿,1:37.0,アタマ,3-3,35.6,219.0,13,[西] 石坂公一,キャロットファーム,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103443,牝,3,414,+6
13,7,13,シュハリ,56,国分恭介,1:37.1,3/4,14-16,34.8,106.5,11,[西] 鈴木孝志,岡田牧雄,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020105031,牡,3,424,-2
14,7,14,ダルジェント,56,川田将雅,1:37.1,ハナ,12-14,35.1,3.0,1,[西] 中内田充,シルクレーシング,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020102628,牡,3,448,-10
15,1,1,サウンドアルジュナ,56,国分優作,1:38.1,6,18-16,35.9,336.4,17,[西] 安達昭夫,増田雄一,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020105423,牡,3,490,+30
16,8,18,テイエムエポック,56,和田竜二,1:38.1,ハナ,15-12,36.2,340.8,18,[西] 鈴木孝志,竹園正繼,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020100076,牡,3,472,-2
17,5,9,ハワイアンタイム,56,横山武史,1:39.1,6,15-18,36.1,31.6,9,[西] 昆貢,ゴドルフィン,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020101808,牡,3,500,0
18,8,17,テイクジオース,56,西村淳也,1:39.9,5,12-14,37.8,90.2,10,[西] 藤原英昭,サンデーレーシング,,3歳未勝利,202309030802,阪神,1600,右,芝,良,曇,2020103190,牡,3,448,-12
