着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,7,ミスティックロア,55,川田将雅,1:52.5,,6-5-7-4,37.5,2.4,1,[西] 矢作芳人,ＤＭＭドリームクラブ,800.0,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020110075,牡,3,520,+12
2,7,13,ダンテバローズ,55,松若風馬,1:53.0,3,5-5-3-2,38.2,2.8,2,[西] 上村洋行,猪熊広次,320.0,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020104661,牡,3,504,0
3,3,4,インヒズアイズ,53,坂井瑠星,1:53.3,2,1-1-1-1,38.7,8.5,4,[西] 矢作芳人,江馬由将,200.0,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020110147,牝,3,468,+6
4,3,5,グレン,55,岩田望来,1:53.7,2,12-9-7-5,38.6,9.9,5,[西] 野中賢二,カナヤマホールディングス,120.0,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020110151,牡,3,488,+4
5,7,12,ウイニンググレイス,55,幸英明,1:54.0,1.3/4,3-4-3-2,39.2,32.2,6,[西] 松永昌博,杉元四男,80.0,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020107143,牡,3,490,-2
6,5,8,ニューダイアリーズ,58,松山弘平,1:54.1,3/4,7-8-9-9,38.6,6.5,3,[西] 杉山晴紀,社台レースホース,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2019104715,牡,4,470,-2
7,1,1,スズノハマヤ,55,和田竜二,1:54.2,クビ,7-5-3-7,39.1,53.6,8,[西] 石坂公一,小紫嘉之,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020102880,牡,3,472,+6
8,4,6,タマモエイトビート,58,田中健,1:54.3,1/2,14-13-12-11,38.4,33.8,7,[西] 武英智,タマモ,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2019106954,牡,4,516,0
9,6,10,スマートウィザード,58,西村淳也,1:54.3,アタマ,13-13-13-13,38.3,85.6,10,[西] 吉田直弘,大川徹,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2017105984,牡,6,482,-7
10,2,3,メイショウタイゲイ,58,団野大成,1:54.8,3,2-2-2-5,39.9,157.0,12,[西] 荒川義之,松本好雄,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2019104169,牡,4,462,+6
11,5,9,ナムラアンソニー,51,河原田菜,1:55.2,2.1/2,10-11-10-11,39.6,130.7,11,[西] 中竹和也,奈村睦弘,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020101286,牡,3,490,-6
12,8,15,イツモハラペコ,55,菱田裕二,1:55.5,1.1/2,10-11-10-9,39.9,69.7,9,[西] 畑端省吾,小田切光,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020107203,牡,3,468,0
13,2,2,シンエン,58,荻野極,1:56.1,4,3-3-3-7,41.1,164.7,14,[西] 松下武士,村田能光,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2019105359,牡,4,502,+2
14,8,14,キングダイヤモンド,52,田口貫太,1:57.9,大,7-9-13-14,41.6,163.9,13,[西] 大橋勇樹,伊藤裕章,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020105221,牡,3,500,-3
取,6,11,バリアントバイオ,55,和田竜二,,,,,---,,[西] 今野貞一,バイオ,,3歳以上1勝クラス,202309030712,阪神,1800,右,ダート,稍重,曇,2020101941,牡,3,,
