着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,15,コパノパサディナ,55,岩田望来,1:23.9,,2-2,37.0,1.8,1,[西] 村山明,小林祥晃,800.0,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020100829,牡,3,512,+6
2,2,4,シャープソーン,53,松山弘平,1:24.6,4,1-1,37.8,6.0,2,[西] 西園正都,ゴドルフィン,320.0,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020101853,牝,3,444,+4
3,2,3,エミサキホコル,55,藤岡康太,1:24.9,1.3/4,3-3,37.7,6.2,3,[西] 杉山佳明,亀岡和彦,200.0,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020102751,牡,3,482,+2
4,4,8,スマートアンバー,53,幸英明,1:25.3,2,3-3,38.3,45.8,9,[西] 西園翔太,大川徹,120.0,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020106396,牝,3,476,+10
5,6,12,アイファーファイト,58,松若風馬,1:25.4,1/2,9-9,37.7,217.1,15,[西] 鮫島一歩,中島稔,80.0,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019101233,牡,4,430,+2
6,3,6,ゴットゴーゴー,56,高倉稜,1:25.5,1/2,14-15,37.2,82.8,10,[西] 木原一良,後藤進,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2018105530,牝,5,476,+6
7,3,5,ツークフォーゲル,55,川島信二,1:25.5,ハナ,15-11,37.3,13.2,5,[西] 荒川義之,ノースヒルズ,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020105635,牡,3,526,-4
8,8,16,ルクスレガート,53,田口貫太,1:25.6,1/2,6-6,38.2,21.8,7,[西] 松永昌博,ルクス,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019106153,牝,4,448,+2
9,4,7,ルショコラ,53,今村聖奈,1:25.8,1.1/4,11-11,37.9,20.3,6,[西] 吉田直弘,サラブレッドクラブ・ラフィアン,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019100786,牝,4,470,0
10,1,2,ハヤブサウィッシュ,57,角田大河,1:25.8,クビ,8-7,38.3,100.5,13,[西] 吉村圭司,武田修,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019104587,牡,4,470,-2
11,7,14,ピエトラサンタ,58,酒井学,1:25.9,クビ,12-10,37.8,89.2,12,[西] 友道康夫,金子真人ホールディングス,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2018105284,牡,5,526,+14
12,1,1,エムズマインド,55,秋山真一,1:25.9,クビ,16-15,37.2,9.4,4,[西] 荒川義之,本谷兼三,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2020101641,牡,3,496,+2
13,7,13,ナリタグローリアス,58,長岡禎仁,1:26.1,1,12-11,38.0,84.3,11,[西] 高橋亮,オースミ,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019104947,牡,4,512,+6
14,6,11,ベレン,56,坂井瑠星,1:26.7,3.1/2,3-3,39.6,30.3,8,[西] 斉藤崇史,ＯＵＭＡ,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019106001,牝,4,486,-9
15,5,10,ジャカランダ,58,和田竜二,1:28.2,9,9-11,40.3,151.0,14,[西] 河内洋,ノースヒルズ,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019103150,牡,4,584,+16
16,5,9,スーパーショット,58,菱田裕二,1:28.4,1,6-8,41.0,365.7,16,[西] 岡田稲男,ロイヤルパーク,,3歳以上1勝クラス,202309030707,阪神,1400,右,ダート,稍重,曇,2019107011,牡,4,470,+4
