着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,16,テイエムフェロー,58,田中健,1:11.7,,12-11,36.3,62.4,12,[西] 飯田雄三,竹園正繼,800.0,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019103421,牡,4,488,0
2,8,15,ビーストアタック,56,団野大成,1:11.7,ハナ,13-11,36.2,9.2,4,[西] 安田隆行,ＭＯＭＯレーシング,320.0,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019105631,牝,4,474,+8
3,7,14,ダノンセシボン,53,富田暁,1:12.1,2,1-1,37.7,19.9,7,[西] 千田輝彦,ダノックス,200.0,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020101633,牝,3,494,-6
4,4,8,スペシャルナンバー,58,藤岡康太,1:12.1,ハナ,7-7,37.0,4.0,2,[西] 西村真幸,ヒダカ・ブリーダーズ・ユニオン,120.0,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019103825,牡,4,488,+6
5,2,4,ゴッドセンド,52,西塚洸二,1:12.3,1.1/4,4-3,37.6,29.2,8,[西] 浜田多実,カナヤマホールディングス,80.0,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020104469,牡,3,478,0
6,1,1,ザウリ,58,国分恭介,1:12.4,3/4,7-7,37.3,18.4,5,[西] 森田直行,ターフ・スポート,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019101399,牡,4,532,+4
7,6,12,タイセイランナー,55,菱田裕二,1:12.6,1,15-15,36.8,35.8,9,[西] 牧浦充徳,田中成奉,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020101540,牡,3,490,+2
8,5,9,サンダップルド,58,酒井学,1:12.6,ハナ,3-3,38.0,18.9,6,[西] 西園正都,ゴドルフィン,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019101878,牡,4,508,+4
9,1,2,シャドウアイル,55,田口貫太,1:12.6,ハナ,13-11,37.1,107.0,15,[西] 斉藤崇史,飯塚知一,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019104635,セ,4,464,-8
10,2,3,バトゥーキ,55,和田竜二,1:13.1,3,10-9,37.8,5.2,3,[西] 浜田多実,京都ホースレーシング,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020101373,牡,3,474,-12
11,5,10,ビリーズバウンス,58,岩田望来,1:13.1,クビ,4-5,38.4,40.5,10,[西] 武幸四郎,吉田和美,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019105116,牡,4,496,+20
12,7,13,キージョーカー,52,永島まな,1:13.2,1/2,10-9,37.9,58.4,11,[西] 杉山佳明,北前孔一郎,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020105461,牡,3,478,+2
13,3,6,グランデ,58,水口優也,1:13.3,1/2,4-5,38.6,100.0,14,[西] 吉田直弘,グランデオーナーズ,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2019109047,牡,4,478,+2
14,4,7,アイリスクォーツ,53,川端海翼,1:14.2,5,16-16,37.3,306.0,16,[西] 高野友和,キャロットファーム,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2018105106,牝,5,516,+12
15,3,5,アルルカン,55,松山弘平,1:14.3,3/4,2-2,39.8,2.5,1,[西] 寺島良,カナヤマホールディングス,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020104478,牡,3,466,0
16,6,11,ブラーヴ,54,角田大河,1:14.7,2.1/2,7-11,39.6,74.6,13,[西] 加用正,宮川純造,,3歳以上1勝クラス,202307030212,中京,1200,左,ダート,稍重,晴,2020106733,牡,3,476,-4
