着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,10,コパノハンプトン,55,藤岡康太,1:12.0,,8-8,36.8,9.0,5,[西] 宮徹,小林祥晃,"1,585.7",リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2020104679,牡,3,490,-6
2,7,14,ティントリップ,56,幸英明,1:12.0,クビ,4-4,37.1,20.1,6,[東] 上原佑紀,中村祐子,630.2,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2019103040,牝,4,468,-10
3,1,2,スマートアイ,53,武豊,1:12.1,1/2,1-1,37.5,8.0,4,[西] 寺島良,大川徹,395.1,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2020106877,牝,3,502,-2
4,1,1,スクーバー,55,川田将雅,1:12.2,1/2,5-4,37.3,5.0,3,[東] 武藤善則,Ｇ１レーシング,230.0,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2020102565,牡,3,480,-2
5,2,3,ゼットレヨン,58,鮫島克駿,1:12.3,クビ,10-10,37.0,35.7,8,[西] 吉田直弘,フォーレスト,155.0,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2019103065,牡,4,482,+2
6,3,5,パラシュラーマ,55,岩田望来,1:12.3,ハナ,10-11,36.9,3.6,2,[西] 浜田多実,ノースヒルズ,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2020105622,牡,3,466,-4
7,3,6,コウバコ,56,藤懸貴志,1:12.4,1/2,2-2,37.8,216.7,16,[西] 北出成人,増田江利子,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2018101928,牝,5,486,+6
8,5,9,ミルトハンター,55,松山弘平,1:12.4,ハナ,5-4,37.4,2.9,1,[西] 中竹和也,永山勝敏,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2020105157,牡,3,476,-2
9,6,12,サウンドサンビーム,58,坂井瑠星,1:12.5,3/4,13-11,36.9,35.7,7,[西] 安達昭夫,増田雄一,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2017106394,牡,6,482,-2
10,4,8,マイネルプロンプト,58,西村淳也,1:12.5,クビ,15-15,36.5,211.9,15,[西] 坂口智康,岡田壮史,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2012100683,セ,1,488,+6
11,4,7,デルマカンノン,56,菅原明良,1:12.6,クビ,14-14,36.8,61.6,11,[西] 緒方努,浅沼廣幸,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2018103611,牝,5,452,+2
12,8,15,オースミメッシーナ,56,今村聖奈,1:12.6,クビ,2-2,37.9,94.3,13,[西] 宮本博,オースミ,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2019105860,牝,4,448,-2
13,7,13,ペプチドサンライズ,58,酒井学,1:12.7,クビ,5-4,37.7,112.4,14,[西] 木原一良,沼川一彦,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2018100985,牡,5,444,-4
14,8,16,プレイテシア,56,川須栄彦,1:12.9,1,8-8,37.6,92.2,12,[西] 羽月友彦,水上行雄,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2019102491,牝,4,422,+6
15,6,11,ナムラボス,58,森裕太朗,1:13.2,2,10-11,37.6,44.8,9,[西] 羽月友彦,奈村睦弘,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2017106270,牡,6,488,+4
16,2,4,スカイナイル,56,菱田裕二,1:13.3,クビ,16-16,36.9,51.3,10,[西] 牧浦充徳,社台レースホース,,リボン賞,202309030812,阪神,1200,右,ダート,良,曇,2018110017,牝,5,496,0
