着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,4,ラインオブソウル,58,松若風馬,1:51.4,,2-2-2-2,36.3,3.2,2,[西] 音無秀孝,吉澤ホールディングス,"1,579.4",加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2019105993,牡,4,510,0
2,1,1,クールミラボー,55,幸英明,1:51.5,3/4,10-10-7-5,36.0,3.2,3,[西] 寺島良,Ｇ１レーシング,628.4,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2020103387,牡,3,474,-2
3,8,12,グローツラング,58,藤岡佑介,1:51.9,2.1/2,12-12-10-9,36.2,37.1,7,[西] 安達昭夫,市川義美ホールディングス,394.2,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2019100360,牡,4,522,-2
4,3,3,テイエムマジック,58,藤懸貴志,1:52.2,1.3/4,1-1-1-1,37.3,15.5,4,[西] 鈴木孝志,竹園正繼,230.0,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2018103005,牡,5,510,+4
5,7,11,イルミネーター,58,水口優也,1:52.3,クビ,8-8-7-8,36.8,23.6,6,[西] 羽月友彦,グリーンスウォード,155.0,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2017105895,牡,6,480,-2
6,7,10,マイネルサハラ,58,和田竜二,1:52.3,クビ,5-5-5-5,37.0,72.9,10,[東] 和田雄二,サラブレッドクラブ・ラフィアン,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2019103543,牡,4,464,-2
7,4,5,アルベニス,58,森裕太朗,1:52.9,3.1/2,3-3-3-3,37.7,41.5,9,[西] 藤沢則雄,森田和豊,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2016105715,セ,7,444,0
8,5,6,サダムゲンヤ,58,川須栄彦,1:52.9,アタマ,8-6-7-9,37.4,128.8,11,[西] 中尾秀正,大西美生子,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2016105750,牡,7,498,0
9,5,7,サンライズジャスト,58,藤岡康太,1:53.0,クビ,6-6-5-3,37.6,2.7,1,[西] 羽月友彦,ライフハウス,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2019101668,牡,4,538,-6
10,6,8,ジュンブルースカイ,58,鮫島克駿,1:53.0,クビ,11-11-12-11,37.3,40.3,8,[西] 友道康夫,河合純二,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2018105085,牡,5,458,+2
11,8,13,トーホウテンリュウ,58,菱田裕二,1:53.1,クビ,6-8-10-11,37.3,18.8,5,[西] 谷潔,東豊物産,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2019101835,牡,4,484,-10
12,6,9,マイネルイリャルギ,58,団野大成,1:53.1,クビ,4-4-3-5,37.9,166.1,12,[東] 高橋裕,サラブレッドクラブ・ラフィアン,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2017101877,牡,6,520,-2
13,2,2,イツカハシャチョウ,58,岡田祥嗣,1:54.1,6,13-13-13-13,37.7,238.4,13,[西] 吉田直弘,ミキハウスＨＫサービス,,加古川特別,202309030209,阪神,1800,右,ダート,良,晴,2018102279,牡,5,496,-6
