着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,8,メイショウダジン,57,幸英明,1:23.9,,7-7,36.9,36.1,10,[西] 松永昌博,松本好雄,"2,235.0",天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017105789,牡,6,480,+12
2,8,15,ワルツフォーラン,55,酒井学,1:24.2,2,2-2,37.6,17.7,8,[東] 小西一男,松尾正,890.0,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017103616,牝,6,480,0
3,3,5,ベルダーイメル,58,藤岡康太,1:24.2,ハナ,10-7,37.0,17.6,7,[西] 本田優,ケーエスＨＤ,555.0,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017101380,牡,6,458,-4
4,7,14,サトノテンペスト,57,和田竜二,1:24.4,1.1/4,4-3,37.5,3.0,1,[西] 高橋亮,里見治,330.0,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2018100388,牡,5,506,-2
5,6,12,オーヴァーネクサス,58,西村淳也,1:24.4,クビ,11-10,37.1,6.0,4,[西] 松下武士,ヒダカ・ブリーダーズ・ユニオン,220.0,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017101534,牡,6,500,-2
6,2,3,レッドゲイル,57,川田将雅,1:24.5,1/2,4-5,37.5,5.7,2,[東] 手塚貴久,東京ホースレーシング,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2019103976,牡,4,470,-2
7,7,13,シゲルホサヤク,57,高倉稜,1:24.6,アタマ,7-5,37.6,54.8,12,[西] 服部利之,森中啓子,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2018103362,牡,5,480,+14
8,2,4,ピアシック,57,団野大成,1:24.6,ハナ,12-12,37.1,15.7,6,[西] 森秀行,キーファーズ,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2016110131,牡,7,508,-4
9,8,16,メイショウテンスイ,58,太宰啓介,1:24.7,1/2,3-3,38.0,21.7,9,[西] 河内洋,松本好雄,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017106084,牡,6,532,+12
10,5,9,アメリカンシード,58,松若風馬,1:24.9,1,15-13,36.9,140.4,15,[西] 音無秀孝,吉澤ホールディングス,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017110067,牡,6,486,0
11,1,1,リアンクール,55,岩田望来,1:24.9,クビ,15-13,37.1,60.8,13,[西] 安田隆行,村上龍太郎,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2018105276,牝,5,494,+6
12,6,11,スナークダヴィンチ,57,小崎綾也,1:25.0,クビ,14-13,37.2,11.6,5,[西] 野中賢二,杉本豊,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017106438,牡,6,500,+6
13,5,10,ディアノイア,55,松山弘平,1:25.2,1.1/4,12-16,37.5,5.8,3,[西] 杉山晴紀,杉山忠国,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2018103622,牝,5,466,0
14,4,7,コパノマーキュリー,57,角田大河,1:25.5,1.3/4,9-10,38.4,185.7,16,[西] 村山明,小林祥晃,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2017106018,牡,6,496,-14
15,1,2,ロードシュトローム,57,菱田裕二,1:25.7,1.1/2,1-1,39.3,45.3,11,[西] 清水久詞,ロードホースクラブ,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2018102574,牡,5,506,-4
16,3,6,ロイヤルパールス,58,中井裕二,1:25.9,3/4,4-7,39.0,91.7,14,[西] 緒方努,ロイヤルパーク,,天保山ステークス,202309030711,阪神,1400,右,ダート,稍重,曇,2015101281,牡,8,530,-2
