着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,15,ファイアネイド,54,横山典弘,1:11.5,,7-5,36.5,5.0,2,[西] 安田翔伍,ゴドルフィン,550.0,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020101823,牝,3,454,+2
2,4,7,ボタニカルガーデン,54,岩田望来,1:11.8,1.3/4,10-5,36.6,8.7,5,[西] 四位洋文,ゴドルフィン,220.0,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020110044,牝,3,438,+2
3,6,12,サイレンスゴールド,56,松山弘平,1:11.9,クビ,2-2,37.7,3.0,1,[西] 杉山佳明,辻子依旦,140.0,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020105149,牡,3,504,-4
4,7,13,イミュータブル,53,永島まな,1:12.1,1.1/4,2-2,37.8,5.5,3,[西] 浜田多実,前田幸治,83.0,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020104346,牡,3,464,0
5,8,16,フォーサイティド,54,坂井瑠星,1:12.1,クビ,7-5,37.1,14.9,7,[西] 茶木太樹,飯田正剛,55.0,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020104476,牝,3,492,+2
6,1,2,シュナップス,52,河原田菜,1:12.1,アタマ,4-4,37.6,16.3,8,[西] 渡辺薫彦,カナヤマホールディングス,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020101221,牡,3,510,-2
7,5,9,シゲルマッハ,56,幸英明,1:12.2,1/2,1-1,38.1,14.6,6,[西] 藤沢則雄,森中啓子,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020101699,牡,3,482,-6
8,3,5,メイショウヒナギク,51,今村聖奈,1:12.6,2.1/2,11-11,37.1,99.1,10,[西] 飯田祐史,松本好雄,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020106511,牝,3,444,-2
9,2,3,ムーランドール,51,西塚洸二,1:12.7,1/2,15-15,36.1,415.7,15,[西] 辻野泰之,小林英一ホールディングス,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020101917,牝,3,424,+2
10,3,6,サトノトライアンフ,56,和田竜二,1:13.3,3.1/2,7-10,38.2,6.5,4,[西] 西園正都,里見治,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020106862,牡,3,532,-8
11,5,10,テイエムリッキー,56,田中健,1:13.5,1.1/2,14-14,37.6,121.5,11,[西] 木原一良,竹園正繼,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020106533,牡,3,506,0
12,7,14,メイショウオーザ,55,角田大河,1:13.5,アタマ,5-5,38.8,24.5,9,[西] 石橋守,松本好隆,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020106208,牡,3,456,+2
13,4,8,クリスプエアー,56,小崎綾也,1:13.8,1.1/2,11-11,38.3,132.8,12,[西] 大久保龍,ウエスト．フォレスト．ステイブル,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020100943,牡,3,474,-20
14,6,11,ヘイスト,56,酒井学,1:14.0,1.1/2,11-11,38.6,362.0,14,[西] 千田輝彦,瀬野尾裕久,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020100973,牡,3,456,-4
15,2,4,ミアパシオーネ,51,川端海翼,1:16.0,大,5-5,41.2,527.1,16,[西] 安田隆行,ラ・メール,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020110002,牝,3,454,+14
16,1,1,メイショウカリウド,56,藤岡康太,1:19.7,大,16-16,39.6,142.7,13,[西] 武幸四郎,松本好雄,,3歳未勝利,202307030103,中京,1200,左,ダート,不良,曇,2020106744,牡,3,502,0
