着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,15,バックトゥザライト,56,岩田望来,1:53.4,,6-6-6-4,36.9,2.7,2,[西] 辻野泰之,平井裕,550.0,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020102687,牡,3,508,+8
2,8,14,ガウロン,56,幸英明,1:54.1,4,8-7-4-4,37.8,4.2,3,[西] 大根田裕,村田博司,220.0,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020105873,牡,3,522,-4
3,5,8,モズマワシゲリ,56,藤懸貴志,1:55.4,8,5-4-3-2,39.6,63.1,8,[西] 鮫島一歩,キャピタル・システム,140.0,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020102261,牡,3,496,-8
4,3,5,ミヤジシャルマン,56,松山弘平,1:55.6,3/4,2-2-2-1,39.9,2.1,1,[西] 川村禎彦,曽我司,83.0,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020101766,牡,3,478,-6
5,4,6,オーバーザドリーム,56,和田竜二,1:55.7,3/4,12-11-10-10,38.2,48.7,7,[西] 清水久詞,槙和美,55.0,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020105734,牡,3,462,+2
6,6,11,ヴォランテ,56,長岡禎仁,1:55.9,1.1/2,9-9-8-7,38.9,37.0,6,[西] 羽月友彦,永田和彦,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020100593,牡,3,454,-2
7,7,13,チリセラーノ,53,今村聖奈,1:56.4,3,1-1-1-3,40.8,33.9,5,[西] 平田修,社台レースホース,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020102979,牡,3,494,+4
8,2,3,ロードパレス,56,川須栄彦,1:56.5,クビ,7-7-8-9,39.6,118.9,11,[西] 奥村豊,ロードホースクラブ,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020100150,牡,3,464,0
9,3,4,ハットリ,56,西村淳也,1:57.2,4,3-3-4-6,40.7,89.8,10,[西] 吉村圭司,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020101056,牡,3,504,-6
10,1,1,ブレイヴアロウ,56,坂井瑠星,1:57.6,2,9-11-11-11,39.9,28.3,4,[西] 矢作芳人,加藤裕司,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020103118,牡,3,496,0
11,2,2,ネイサンバローズ,56,団野大成,1:57.7,1,4-5-6-7,41.0,85.9,9,[西] 松下武士,猪熊広次,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020104289,牡,3,532,+2
12,7,12,マックスアデュー,53,田口貫太,1:58.1,2.1/2,13-13-13-12,39.7,174.7,12,[西] 安達昭夫,田所英子,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020101219,牡,3,500,-6
13,4,7,リュウキヘイ,56,国分恭介,1:59.0,5,14-15-14-14,39.8,408.3,15,[西] 牧田和弥,二口雅一,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020104686,牡,3,488,+2
14,5,9,プラチナリボン,56,酒井学,1:59.0,クビ,9-10-12-13,41.2,382.9,14,[西] 高橋康之,三宅勝俊,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020106327,牡,3,468,+2
15,6,10,ワンダーハイパー,52,河原田菜,1:59.2,1,14-14-14-14,40.0,175.7,13,[西] 渡辺薫彦,山本能成,,3歳未勝利,202309030803,阪神,1800,右,ダート,良,曇,2020100753,牡,3,448,+12
