着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,7,14,エリカグロリア,54,西村淳也,1:12.6,,2-2,37.5,30.8,9,[西] 安田翔伍,三木正浩,550.0,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020104120,牝,3,482,0
2,5,9,ボタニカルガーデン,54,坂井瑠星,1:13.0,2.1/2,10-6,37.1,3.9,3,[西] 四位洋文,ゴドルフィン,220.0,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020110044,牝,3,436,+2
3,2,4,テイエムサンローズ,54,田中健,1:13.0,クビ,2-2,38.0,27.1,8,[西] 飯田雄三,竹園正繼,140.0,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100974,牝,3,456,+2
4,5,10,シゲルマッハ,56,幸英明,1:13.3,1.1/2,4-4,37.8,23.6,7,[西] 藤沢則雄,森中啓子,83.0,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020101699,牡,3,488,0
5,2,3,マンティコア,55,角田大河,1:13.4,1/2,5-5,37.8,3.1,1,[西] 鮫島一歩,ノースヒルズ,55.0,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020105613,牡,3,520,-6
6,3,6,タノムデホンマ,56,水口優也,1:13.4,クビ,11-11,36.9,13.9,5,[西] 服部利之,三宅勝俊,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020106321,セ,3,414,-8
7,7,13,ワンダーカラフル,56,川須栄彦,1:13.4,クビ,8-8,37.2,20.1,6,[西] 河内洋,山本能成,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100542,牡,3,494,+6
8,3,5,ウインフィエルテ,54,和田竜二,1:14.2,5,13-15,37.3,50.4,11,[西] 加用正,ウイン,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100179,牝,3,494,0
9,1,2,テイエムルンバ,54,川島信二,1:14.4,1,1-1,39.5,10.7,4,[西] 畑端省吾,竹園正繼,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100401,牝,3,468,-2
10,6,12,ポテンザ,56,岩田望来,1:14.4,クビ,7-8,38.3,3.5,2,[西] 清水久詞,ターフライズ,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020110001,牡,3,510,-6
11,4,8,ブルクラシコ,53,田口貫太,1:14.7,1.3/4,12-12,37.9,39.6,10,[西] 松下武士,高田秀信,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020101888,牡,3,456,-6
12,4,7,ベントディパーチェ,55,秋山稔樹,1:14.8,3/4,8-10,38.6,237.8,14,[西] 角田晃一,伊藤篤,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020106127,牡,3,448,+4
13,8,15,アシャカデュラン,53,西塚洸二,1:15.1,2,5-6,39.2,263.4,15,[西] 大根田裕,吉冨学,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020103748,牡,3,482,-11
14,1,1,ヘイローグラン,56,小牧太,1:15.2,クビ,14-12,38.3,102.8,12,[西] 笹田和秀,林進,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100728,牡,3,436,-8
15,6,11,エレナユニヴァース,54,田村太雅,1:15.8,3.1/2,14-14,38.9,470.1,16,[西] 畑端省吾,上山牧,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020100752,牝,3,452,+9
16,8,16,スマイルモネ,51,永島まな,1:15.9,1/2,16-16,37.2,125.7,13,[西] 北出成人,岡浩二,,3歳未勝利,202309030604,阪神,1200,右,ダート,良,曇,2020104242,牝,3,432,-2
