着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,11,タガノペカ,56,国分恭介,1:23.7,,5-4,36.8,8.9,5,[西] 西園翔太,八木良司,"1,576.6",洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2018101966,牝,5,514,+6
2,6,7,アウグスト,58,団野大成,1:23.8,1,2-1,37.5,3.7,1,[東] 斎藤誠,ＧＥＴＮＥＸＴ,627.6,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019100284,牡,4,506,-6
3,8,12,マルカアトラス,58,和田竜二,1:24.0,3/4,4-4,37.2,4.6,3,[西] 松永昌博,日下部猛,393.8,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019102583,牡,4,490,-18
4,3,3,ミセスバローズ,56,松若風馬,1:24.2,1,7-6,37.1,8.3,4,[西] 上村洋行,猪熊広次,230.0,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2018106529,牝,5,434,+14
5,5,6,メタモルフォーゼ,56,幸英明,1:24.3,1,9-9,36.9,9.1,6,[西] 渡辺薫彦,ノースヒルズ,155.0,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2017102510,牝,6,466,0
6,4,4,モズブーナー,56,国分優作,1:24.3,クビ,2-2,38.1,29.0,8,[西] 音無秀孝,キャピタル・システム,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019110061,牝,4,494,+4
7,6,8,サウザンドスマイル,56,太宰啓介,1:24.6,1.3/4,11-10,36.9,94.6,12,[西] 河内洋,ノースヒルズ,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2017101783,牝,6,486,+2
8,1,1,ニホンピロオーセン,58,田口貫太,1:24.9,1.3/4,9-10,37.5,76.7,9,[西] 大橋勇樹,小林英一,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019106425,牡,4,500,+2
9,5,5,ケイアイメビウス,58,中井裕二,1:25.0,1/2,5-8,38.1,9.5,7,[西] 村山明,ケイアイスタリオン,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019100323,牡,4,512,+2
10,7,9,アドバンスドリーム,58,岩田望来,1:25.5,3,7-6,38.4,84.3,10,[西] 森秀行,久保田典秀,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019110087,牡,4,510,-2
11,7,10,サンデーミラージュ,58,水口優也,1:25.5,クビ,12-12,37.6,86.4,11,[西] 宮本博,エムズレーシング,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2017104944,セ,6,482,0
12,2,2,ワセダタンク,58,松山弘平,1:25.7,3/4,1-2,39.5,4.1,2,[西] 橋口慎介,大冨智弘,,洲本特別,202309030310,阪神,1400,右,ダート,稍重,曇,2019102065,牡,4,508,-8
