着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,9,ルクスフロンティア,55,秋山真一,1:58.2,,3-3-3-3,37.5,5.5,4,[西] 松永幹夫,ルクス,800.0,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020104474,牡,3,480,-6
2,3,6,ロードトラスト,55,川田将雅,1:58.3,1/2,4-4-4-4,37.4,4.5,2,[西] 長谷川浩,ロードホースクラブ,320.0,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020106936,牡,3,496,+2
3,6,11,バンドマスター,55,松山弘平,1:58.8,3,2-2-1-2,38.3,3.0,1,[西] 茶木太樹,馬場幸夫,200.0,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020103519,牡,3,492,-4
4,5,10,メイトースイ,55,酒井学,1:59.0,1.1/4,6-6-7-5,38.0,49.1,11,[西] 羽月友彦,康本利幸,120.0,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020100931,牡,3,412,0
5,4,8,ヴァンドゥラン,55,北村宏司,1:59.0,クビ,9-9-11-9,37.3,28.2,9,[西] 高柳大輔,ノルマンディーサラブレッドレーシング,80.0,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020105991,牡,3,474,-2
6,7,14,シュプリンガー,58,長岡禎仁,1:59.3,1.1/2,10-10-9-9,37.9,67.3,12,[西] 小栗実,ライオンレースホース,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2019104636,セ,4,480,-10
7,8,16,レッドダンルース,55,坂井瑠星,1:59.7,2.1/2,8-8-8-8,38.5,5.2,3,[西] 矢作芳人,東京ホースレーシング,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020103189,牡,3,480,0
8,2,3,マサハヤウォルズ,52,今村聖奈,2:00.1,2.1/2,14-14-15-15,37.6,24.8,8,[西] 今野貞一,中村政夫,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020103045,牡,3,454,0
9,8,15,ベストポイント,55,松若風馬,2:00.1,クビ,4-4-4-5,39.2,24.6,7,[西] 杉山晴紀,高田博,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020100636,牡,3,502,0
10,1,1,カズカポレイ,58,団野大成,2:00.2,クビ,10-10-11-13,38.4,19.3,6,[西] 安田隆行,雅苑興業,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2018101997,牡,5,508,+4
11,1,2,ジョウショーパワー,55,幸英明,2:00.4,1,12-12-4-5,39.5,38.0,10,[西] 中尾秀正,熊田義孝,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020105228,牡,3,448,-10
12,6,12,マンノライトニング,54,角田大河,2:00.5,3/4,13-13-11-9,38.8,151.4,14,[西] 角田晃一,萬野順啓,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020101113,牡,3,456,-6
13,4,7,フロイング,58,国分恭介,2:01.0,3,14-15-16-16,38.2,225.7,15,[西] 加用正,宮川純造,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2018106386,牡,5,482,0
14,3,5,フリーウィーリング,55,岩田望来,2:01.0,アタマ,1-1-2-1,40.5,13.6,5,[西] 中内田充,ゴドルフィン,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2020110029,牡,3,538,+6
15,7,13,ディーエスボンバー,58,菱田裕二,2:01.0,クビ,16-16-14-13,38.8,287.8,16,[西] 岡田稲男,秋谷壽之,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2018103094,牡,5,500,-6
16,2,4,ウラエウス,55,永島まな,2:02.5,9,6-6-9-12,41.0,91.5,13,[西] 本田優,吉田照哉,,3歳以上1勝クラス,202307030112,中京,1900,左,ダート,不良,曇,2018104787,セ,5,452,-8
