着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,6,9,イヤサカ,56,酒井学,2:28.5,,1-1-2-2,37.3,7.4,4,[東] 天間昭一,岡田壮史,"1,578.0",三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018103507,牝,5,482,-2
2,7,10,ハーツオブシャカ,58,川田将雅,2:29.2,4,3-3-4-3,37.7,4.1,2,[西] 鮫島一歩,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,628.0,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018106357,牡,5,478,+8
3,4,5,ニャンチンノン,58,団野大成,2:29.5,2,3-3-5-3,38.0,63.6,10,[西] 中竹和也,加藤誠,394.0,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2019102799,牡,4,462,+4
4,7,11,メイショウコジョウ,58,菱田裕二,2:29.7,1.1/4,10-10-9-7,38.0,14.8,6,[西] 石橋守,松本好雄,230.0,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2017106319,牡,6,462,-10
5,5,6,ビルボードクィーン,56,小崎綾也,2:29.9,1.1/2,8-9-10-10,37.8,82.4,11,[西] 小崎憲,川崎賢二,155.0,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018102204,牝,5,446,-8
6,8,13,タガノカイ,58,古川吉洋,2:29.9,ハナ,2-2-3-3,38.5,6.9,3,[西] 宮徹,八木良司,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018101970,牡,5,514,-6
7,5,7,ブリングトゥライフ,56,岩田望来,2:30.0,アタマ,7-7-5-3,38.6,14.9,7,[西] 畑端省吾,Ｇ１レーシング,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018105398,牝,5,480,+10
8,1,1,レッドエンヴィー,58,松若風馬,2:30.3,2,12-12-13-10,38.3,17.9,8,[西] 坂口智康,東京ホースレーシング,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2016104519,牡,7,504,-6
9,6,8,ファジェス,56,坂井瑠星,2:30.5,1.1/2,5-5-1-1,39.6,8.6,5,[西] 安田隆行,キャロットファーム,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018105084,牝,5,496,-4
10,3,3,クリノキングボス,58,城戸義政,2:30.6,クビ,12-12-11-10,38.5,300.9,13,[東] 天間昭一,栗本博晴,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2017105720,牡,6,474,+2
11,4,4,ブラックラテ,58,荻野極,2:31.5,5,10-10-12-13,39.2,21.8,9,[西] 梅田智之,サンデーレーシング,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2018105326,牡,5,488,-2
12,8,12,スズノマーベリック,58,藤岡康太,2:32.1,3.1/2,8-7-7-7,40.4,2.9,1,[西] 石坂公一,小紫嘉之,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2019102496,牡,4,470,-4
13,2,2,キボウノダイチ,58,田中健,2:32.4,1.3/4,6-6-8-9,40.5,83.4,12,[西] 飯田雄三,三宅勝俊,,三田特別,202309030409,阪神,2400,右,芝,稍重,曇,2015102942,セ,8,508,+2
