着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,16,ジョウショーパワー,56,岩田望来,1:53.0,,4-4-4-4,38.3,3.1,2,[西] 中尾秀正,熊田義孝,550.0,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020105228,牡,3,458,+4
2,6,11,アヘッド,54,藤岡康太,1:53.0,アタマ,13-13-11-9,37.5,98.5,11,[西] 中竹和也,前田葉子,220.0,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020110092,牝,3,454,-4
3,4,8,シゲルソロソロ,54,和田翼,1:53.2,1.1/4,6-4-5-5,38.5,5.9,3,[西] 谷潔,森中啓子,140.0,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020110100,牝,3,454,0
4,6,12,グリーンオパール,54,菱田裕二,1:53.2,クビ,6-7-5-5,38.3,15.8,5,[西] 小崎憲,田頭勇貴,83.0,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020110149,牝,3,470,0
5,3,5,サンライズプラーナ,56,国分恭介,1:53.4,1,8-8-7-7,38.4,38.9,9,[西] 牧浦充徳,ライフハウス,55.0,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020101534,牡,3,530,-6
6,7,14,ヴォランテ,56,長岡禎仁,1:53.4,ハナ,10-10-11-10,38.0,270.2,15,[西] 羽月友彦,永田和彦,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020100593,牡,3,456,0
7,1,2,リードブロー,56,坂井瑠星,1:53.4,ハナ,12-11-9-7,38.2,2.5,1,[西] 安田翔伍,シルクレーシング,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020103657,牡,3,516,-6
7,8,15,マヒート,55,秋山稔樹,1:53.4,同着,3-3-2-1,39.2,172.1,12,[西] 高橋義忠,ニットー商事,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020105057,牡,3,466,+4
9,2,3,ゴールデンマイク,56,秋山真一,1:54.1,4,16-15-13-11,38.3,23.2,7,[西] 森秀行,藤田晋,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020110101,牡,3,494,0
10,4,7,メイショウサツマ,53,西塚洸二,1:54.4,1.1/2,9-9-9-11,38.9,250.7,14,[西] 高橋亮,松本好雄,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020106810,牡,3,488,-7
11,1,1,ネイサンバローズ,56,団野大成,1:54.6,1.1/4,14-14-15-15,38.6,60.3,10,[西] 松下武士,猪熊広次,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020104289,牡,3,530,-2
12,2,4,ダビディ,56,和田竜二,1:54.7,1/2,11-11-13-14,38.9,11.3,4,[西] 庄野靖志,田畑憲士,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020101617,牡,3,488,+2
13,5,9,ナムラジャクソン,56,川島信二,1:55.2,3,15-15-15-16,39.4,186.3,13,[西] 吉村圭司,奈村睦弘,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020106189,牡,3,502,+4
14,3,6,アスクサステナブル,56,小崎綾也,1:56.2,6,1-1-1-2,42.1,17.3,6,[西] 野中賢二,廣崎利洋,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020104794,牡,3,476,-18
15,7,13,テイエムマクウチ,56,服部寿希,1:57.3,7,2-2-2-2,43.2,782.5,16,[西] 飯田雄三,竹園正繼,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020105127,牡,3,518,0
16,5,10,タッケンイッキ,56,荻野極,2:05.1,大,4-4-7-11,50.0,24.4,8,[西] 池江泰寿,竹田寿,,3歳未勝利,202309030404,阪神,1800,右,ダート,重,小雨,2020104524,牡,3,504,+6
