着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,2,テーオーソラネル,58,藤岡康太,1:59.3,,7-7-7-6,33.8,2.2,1,[西] 須貝尚介,小笹公也,"1,864.5",岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2019103817,牡,4,498,+2
2,5,5,アウスヴァール,58,古川吉洋,1:59.3,ハナ,1-1-1-1,34.4,6.0,2,[西] 昆貢,ノルマンディーサラブレッドレーシング,747.0,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018101010,セ,5,496,0
3,7,8,サウンドウォリアー,58,松若風馬,1:59.3,クビ,3-3-3-2,34.2,27.7,8,[西] 高橋康之,増田雄一,463.5,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018104591,牡,5,492,0
4,4,4,メイショウブレゲ,58,泉谷楓真,1:59.4,1/2,10-9-9-9,33.8,52.5,11,[西] 本田優,松本好雄,280.0,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2019104091,牡,4,462,-2
5,8,10,レヴェッツァ,58,鮫島克駿,1:59.4,クビ,7-8-7-6,33.8,7.1,4,[西] 斉藤崇史,早野誠,184.0,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018105033,セ,5,474,0
6,1,1,ディナースタ,58,酒井学,1:59.6,1,3-3-3-2,34.4,6.6,3,[西] 辻野泰之,ノルマンディーサラブレッドレーシング,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2019101507,牡,4,468,-2
7,8,11,アップデート,58,和田竜二,1:59.6,ハナ,11-11-11-10,33.8,18.5,7,[西] 杉山晴紀,石川達絵,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2019101716,牡,4,506,-4
8,3,3,アサケレディ,56,菱田裕二,1:59.6,クビ,5-5-5-5,34.3,9.0,5,[西] 大橋勇樹,大橋公堯,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018102328,牝,5,494,-6
9,7,9,プライムフェイズ,58,北村友一,1:59.7,1/2,5-5-6-6,34.3,32.5,10,[西] 西園翔太,サンデーレーシング,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2017105198,牡,6,470,-2
10,6,6,サジェス,58,富田暁,2:00.0,1.3/4,9-9-9-10,34.2,32.3,9,[西] 中尾秀正,清宮義男,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018104553,牡,5,452,+4
11,6,7,タイソウ,58,幸英明,2:00.6,3.1/2,2-2-2-2,35.6,15.0,6,[西] 西園正都,中辻明,,岸和田ステークス,202309030210,阪神,2000,右,芝,良,晴,2018102943,牡,5,520,+4
