着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,3,ミヤジレガリア,54,和田竜二,1:53.2,,1-1-1-1,37.9,4.3,2,[西] 鈴木孝志,曽我司,550.0,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020100996,牝,3,492,0
2,3,6,ヤマニンブルトンヌ,54,酒井学,1:53.7,3,5-5-4-3,37.9,2.0,1,[西] 木原一良,土井肇,220.0,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020105600,牝,3,480,+6
3,8,16,フローラサンライズ,54,国分恭介,1:54.1,2.1/2,16-16-13-9,37.4,20.2,6,[西] 浜田多実,松岡隆雄,140.0,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020106794,牝,3,440,-2
4,5,10,リボンピーチ,54,川須栄彦,1:54.2,3/4,5-6-4-3,38.3,32.1,9,[西] 羽月友彦,宮本貞雄,83.0,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020101281,牝,3,458,-8
5,2,4,タマモネモフィラ,51,田口貫太,1:54.3,クビ,3-3-6-6,38.3,29.7,7,[西] 大橋勇樹,タマモ,55.0,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020103991,牝,3,452,+2
6,6,11,ユアソング,53,秋山稔樹,1:54.6,1.3/4,2-2-2-2,39.2,47.6,10,[西] 高橋義忠,三田昌宏,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020104849,牝,3,442,-4
7,1,1,ヴォレトンクール,54,坂井瑠星,1:54.6,クビ,7-7-8-9,38.1,6.6,3,[西] 斉藤崇史,シルクレーシング,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020103186,牝,3,438,+6
8,8,15,タガノマカロン,54,幸英明,1:54.7,1/2,12-13-14-13,37.7,30.8,8,[西] 藤沢則雄,八木良司,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020106036,牝,3,450,+4
9,1,2,ランラビットラン,51,西塚洸二,1:54.8,クビ,11-9-10-11,38.1,126.2,12,[西] 坂口智康,中村智幸,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020100163,牝,3,424,+8
10,6,12,ザゴート,54,藤岡康太,1:54.9,1/2,3-3-3-3,39.2,17.5,5,[西] 牧田和弥,深見富朗,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020101234,牝,3,446,+2
11,5,9,メイショウヒエイ,54,加藤祥太,1:55.3,2.1/2,9-9-8-8,39.1,359.4,14,[西] 庄野靖志,松本好雄,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020106454,牝,3,462,+10
12,4,7,スミレブーケ,54,中井裕二,1:55.3,アタマ,14-13-12-11,38.5,446.1,15,[西] 安田隆行,林正道,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020103449,牝,3,426,+4
13,3,5,リスクテイカー,54,岩田望来,1:55.7,2.1/2,7-7-7-6,39.5,7.4,4,[西] 吉岡辰弥,ゴドルフィン,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020101804,牝,3,458,-4
14,4,8,キャリアウーマン,54,松山弘平,1:57.2,9,12-12-11-13,40.3,109.4,11,[西] 鈴木孝志,寺田秀樹,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020103786,牝,3,474,-14
15,7,13,ペプチドカンナ,54,高倉稜,1:57.7,3,9-11-14-15,40.6,453.6,16,[西] 木原一良,沼川一彦,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020101408,牝,3,448,+4
16,7,14,ハギノセフィーラ,54,松若風馬,1:57.7,ハナ,15-15-16-16,40.1,312.1,13,[西] 鮫島一歩,安岡美津子,,3歳未勝利,202309030302,阪神,1800,右,ダート,稍重,晴,2020100977,牝,3,420,0
