着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,6,12,ロスティチェーレ,54,幸英明,1:46.0,,5-5,34.4,21.0,5,[西] 松下武士,社台レースホース,550.0,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020102919,牝,3,464,-6
2,8,17,ルナビス,54,松山弘平,1:46.1,1/2,1-1,35.2,10.0,3,[西] 森田直行,阿部東亜子,220.0,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106579,牝,3,456,-2
3,5,9,エレガントギフト,54,坂井瑠星,1:47.2,7,7-7,35.2,2.1,1,[西] 杉山晴紀,長谷川祐司,140.0,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020101869,牝,3,424,-2
4,3,5,ルソルティール,54,岩田望来,1:47.4,1.1/4,5-5,35.8,42.0,9,[西] 清水久詞,ノースヒルズ,83.0,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020105614,牝,3,422,-10
5,3,6,プレッジ,54,西村淳也,1:47.7,1.1/2,2-2,36.5,13.3,4,[西] 中内田充,飯田正剛,55.0,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020104472,牝,3,468,-4
6,4,8,ゴーフォマームード,54,加藤祥太,1:47.7,クビ,10-10,35.5,39.3,8,[西] 長谷川浩,前田剛,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106473,牝,3,442,+20
7,8,18,スマートヴィーヴル,54,菱田裕二,1:47.7,アタマ,4-4,36.3,24.0,6,[西] 矢作芳人,大川徹,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020104556,牝,3,458,-12
8,2,4,ミカヅキ,54,団野大成,1:48.0,1.1/2,2-2,36.8,42.1,10,[西] 四位洋文,インゼルレーシング,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106923,牝,3,476,+2
9,1,1,メイショウマンゲツ,51,今村聖奈,1:48.0,クビ,13-12,35.0,106.6,11,[西] 藤岡健一,松本好雄,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106920,牝,3,468,-2
10,1,2,ハイグッドミネルバ,54,和田翼,1:48.1,3/4,7-8,36.0,517.5,18,[西] 谷潔,服部新平,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020104821,牝,3,450,+8
11,7,15,ノヴェント,54,秋山真一,1:48.2,クビ,10-11,35.7,181.6,13,[西] 武幸四郎,街風隆雄,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020102714,牝,3,440,+8
12,8,16,ウォーターフルール,54,酒井学,1:48.4,1,7-8,36.3,32.8,7,[西] 石橋守,山岡正人,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106844,牝,3,442,-10
13,7,13,デューデット,50,河原田菜,1:48.5,3/4,16-17,34.7,186.4,14,[西] 友道康夫,金子真人ホールディングス,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020103498,牝,3,466,+10
14,7,14,デルマスソバライ,51,田口貫太,1:49.1,3.1/2,13-14,35.6,178.3,12,[西] 千田輝彦,浅沼廣幸,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020102105,牝,3,418,-16
15,5,10,スリーガーニッシュ,53,角田大河,1:49.3,1.1/4,10-13,36.0,328.2,16,[西] 吉村圭司,永井商事,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020106656,牝,3,484,0
16,2,3,フリップアコイン,54,荻野極,1:49.9,4,13-14,36.4,247.8,15,[西] 斉藤崇史,Ｇ１レーシング,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020102643,牝,3,438,+8
17,6,11,ヤマニンバシリーサ,54,藤岡康太,1:51.1,7,17-14,37.6,408.3,17,[西] 千田輝彦,土井肇,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020105598,牝,3,464,+2
中,4,7,メズマライジング,54,川田将雅,,,,,2.6,2,[西] 藤原英昭,社台レースホース,,3歳未勝利,202309030706,阪神,1800,右,芝,良,曇,2020103011,牝,3,430,0
