着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,7,11,メイショウシンタケ,57,西村淳也,1:31.7,,9-9,34.3,93.1,10,[西] 千田輝彦,松本好雄,"2,728.0",米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2018106318,牡,5,470,-2
2,4,5,ラインベック,58,藤岡康太,1:31.9,1.1/4,4-3,35.1,22.9,7,[西] 友道康夫,金子真人ホールディングス,"1,108.0",米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2017105194,セ,6,486,-2
3,6,9,グレイイングリーン,57,岩田望来,1:32.0,クビ,10-10,34.3,11.5,6,[西] 池江泰寿,青芝商事,684.0,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2018105454,牡,5,500,-2
4,5,7,ウイングレイテスト,58,松岡正海,1:32.0,ハナ,4-3,35.2,10.5,4,[東] 畠山吉宏,ウイン,410.0,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2017101423,牡,6,496,-16
5,5,6,アナゴサン,57,松若風馬,1:32.4,2.1/2,2-2,35.8,7.2,3,[西] 牧田和弥,内田玄祥,270.0,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2018102227,牡,5,462,-14
6,1,1,リプレーザ,57,国分優作,1:32.4,クビ,11-11,34.5,320.6,12,[西] 大根田裕,奥裕嗣,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2018103238,牡,5,494,-2
7,6,8,ワールドウインズ,57,幸英明,1:32.5,クビ,4-6,35.4,31.4,8,[西] 笹田和秀,川勝裕之,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2017104093,セ,6,462,-2
8,8,13,ジャスティンスカイ,58,川田将雅,1:32.5,アタマ,8-8,35.2,1.7,1,[西] 友道康夫,三木正浩,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2019105512,牡,4,534,+2
9,3,3,ラセット,58,加藤祥太,1:32.5,クビ,13-13,34.2,93.6,11,[西] 庄野靖志,桂土地,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2015106423,牡,8,482,-2
10,4,4,メイショウオーパス,58,角田大河,1:32.8,1.1/2,11-11,35.0,430.4,13,[西] 飯田祐史,松本好雄,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2015103616,牡,8,512,+2
11,7,10,シャイニーロック,58,酒井学,1:33.3,3,3-3,36.5,10.7,5,[西] 佐々木晶,小林昌志,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2016103884,牡,7,506,-10
12,8,12,セルバーグ,57,松山弘平,1:33.5,1,4-6,36.5,6.9,2,[西] 鈴木孝志,桑畑夏美,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2019106670,牡,4,436,-2
13,2,2,ノルカソルカ,57,今村聖奈,1:33.5,クビ,1-1,37.2,33.1,9,[西] 藤岡健一,幅田昌伸,,米子ステークス(L),202309030511,阪神,1600,右,芝,良,晴,2017100440,牡,6,502,-8
