着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,10,シナモンスティック,56,松若風馬,1:20.9,,2-2,34.7,18.7,8,[東] 宗像義忠,ブルースターズファーム,"1,875.0",ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019100791,牝,4,462,-4
2,6,12,タイセイシェダル,58,西村淳也,1:21.1,1.1/2,5-3,34.2,5.3,2,[西] 高橋義忠,田中成奉,750.0,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2018103021,牡,5,470,+6
3,1,2,ラクスバラディー,56,幸英明,1:21.3,1,1-1,35.2,10.2,4,[西] 清水久詞,キャロットファーム,465.0,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019105514,牝,4,522,+8
4,6,11,チュウワノキセキ,58,和田竜二,1:21.3,クビ,6-7,34.2,23.3,9,[西] 大久保龍,中西忍,280.0,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2017105574,セ,6,472,-2
5,3,6,レガトゥス,58,岩田望来,1:21.4,クビ,13-12,33.9,6.3,3,[東] 木村哲也,サンデーレーシング,184.0,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2018104896,牡,5,550,-4
6,8,16,アステロイドベルト,58,荻野極,1:21.6,1.1/4,14-14,33.9,86.1,16,[西] 池江泰寿,キャロットファーム,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2017105321,セ,6,486,-4
7,8,15,メイショウベッピン,56,秋山真一,1:21.6,ハナ,10-9,34.3,28.7,11,[西] 荒川義之,松本好雄,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2017106086,牝,6,490,0
8,3,5,ヴィアルークス,58,川田将雅,1:21.7,1/2,8-9,34.5,3.2,1,[西] 藤原英昭,フクキタル,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2018106815,牡,5,496,-2
9,4,8,アルーリングウェイ,56,藤岡康太,1:21.7,アタマ,14-15,33.9,13.0,5,[西] 藤岡健一,サンデーレーシング,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019104522,牝,4,476,+8
10,5,9,ケデシュ,56,松山弘平,1:21.7,ハナ,8-6,34.7,13.0,6,[西] 上村洋行,ヤナガワ牧場,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019102327,牝,4,492,+14
11,2,3,メイショウドウドウ,58,泉谷楓真,1:21.7,アタマ,10-12,34.3,32.9,12,[西] 荒川義之,松本好雄,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2015103357,牡,8,494,+8
12,1,1,アンセーニュ,56,団野大成,1:21.8,クビ,4-3,35.1,62.7,15,[西] 奥村豊,吉田勝己,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2018105311,牝,5,436,-8
13,2,4,レオノーレ,56,菱田裕二,1:22.0,1.1/4,6-7,35.0,40.9,14,[西] 安田隆行,前田幸大,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019100629,牝,4,478,-2
14,4,7,スコールユニバンス,56,坂井瑠星,1:22.0,ハナ,10-11,34.7,14.9,7,[西] 矢作芳人,亀井哲也,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2019105139,牝,4,452,0
15,7,13,リヴェール,56,川須栄彦,1:22.5,3,16-15,34.6,40.4,13,[西] 鮫島一歩,栗山良子,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2017105054,牝,6,458,+12
16,7,14,アルメイダミノル,58,横山典弘,1:22.8,1.1/2,3-3,36.1,25.6,10,[西] 北出成人,吉岡實,,ストークステークス,202309030710,阪神,1400,右,芝,良,曇,2018105833,牡,5,532,+4
