着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,6,6,ライオットガール,53,松山弘平,1:53.1,,3-3-3-3,36.4,2.3,1,[西] 中村直也,ヒダカファーム,"1,140.0",3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2020100930,牝,3,472,+10
2,8,10,リースタル,56,松若風馬,1:53.2,3/4,1-1-1-1,36.9,39.0,9,[西] 森田直行,中村祐子,460.0,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019103017,牝,4,436,-4
3,6,7,ジャルジェ,56,坂井瑠星,1:53.5,1.3/4,2-2-2-2,37.1,17.7,6,[西] 千田輝彦,カナヤマホールディングス,290.0,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2017104095,牝,6,496,+2
4,4,4,モントブレッチア,56,西村淳也,1:53.5,クビ,4-5-5-4,36.8,14.3,5,[東] 斎藤誠,藤澤眞佐子,170.0,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019106419,牝,4,448,-4
5,1,1,ウィシンクアスク,56,岩田望来,1:53.8,2,11-11-10-10,36.7,4.0,2,[西] 野中賢二,廣崎利洋,114.0,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019106627,牝,4,480,-2
6,5,5,クインズミモザ,56,野中悠太,1:54.0,1,7-7-8-7,37.0,4.8,3,[東] 池上昌和,ケイアイスタリオン,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2018101742,牝,5,510,0
7,8,11,ブルレスカ,56,小崎綾也,1:54.0,クビ,7-8-5-4,37.2,31.6,8,[西] 寺島良,前田幸治,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2018102041,牝,5,474,-6
8,7,9,フォーランマリア,56,幸英明,1:54.2,1,10-10-8-7,37.3,9.3,4,[西] 森田直行,社台レースホース,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019104726,牝,4,412,0
9,3,3,クリノニキータ,53,田口貫太,1:54.5,1.3/4,4-3-3-4,37.9,45.5,10,[西] 大根田裕,栗本博晴,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2017102145,牝,6,488,+8
10,7,8,タガノカンデラ,56,城戸義政,1:54.9,2.1/2,7-8-10-11,37.8,82.5,11,[西] 奥村豊,八木良司,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019100546,牝,4,462,+18
11,2,2,アレマーナ,56,藤岡康太,1:55.1,1.1/2,6-6-5-7,38.3,21.5,7,[西] 松下武士,キャロットファーム,,3歳以上2勝クラス,202309030308,阪神,1800,右,ダート,稍重,曇,2019105391,牝,4,492,+8
