着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,4,4,イティネラートル,52,岩田望来,1:21.0,,1-1,34.4,4.4,3,[西] 長谷川浩,社台レースホース,"1,575.9",舞子特別,202309030809,阪神,1400,右,芝,良,曇,2020102890,牝,3,410,0
2,6,8,テーオーダヴィンチ,57,ルメール,1:21.3,1.1/2,2-2,34.5,2.5,1,[西] 岡田稲男,小笹公也,627.4,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2018104633,牡,5,508,+6
3,3,3,サトノペルセウス,56,松山弘平,1:21.4,1,8-8,34.2,8.6,4,[西] 藤原英昭,里見治,393.7,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2018104674,セ,5,472,-2
4,5,6,ウルトラソニック,56,川須栄彦,1:21.7,1.3/4,4-4,34.7,9.5,5,[西] 中尾秀正,中野義一,230.0,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2018102091,牡,5,480,+4
5,6,7,サウンドブライアン,54,西村淳也,1:21.8,1/2,7-4,34.8,25.3,7,[西] 村山明,増田雄一,155.0,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2018103902,牡,5,484,+4
6,2,2,ワンダーカタリナ,56,団野大成,1:22.0,1,10-10,34.7,16.0,6,[西] 河内洋,山本能成,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2017102940,牡,6,528,-2
7,1,1,ケルンキングダム,54,松若風馬,1:22.3,2,8-8,35.2,69.7,9,[西] 小崎憲,谷和光彦,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2016102113,セ,7,458,+2
8,8,12,チャーミングアクト,52,川端海翼,1:22.4,3/4,2-2,35.7,75.2,10,[西] 飯田雄三,橋本浩,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2017105070,牝,6,470,+6
9,5,5,スカイロケット,54,坂井瑠星,1:22.4,クビ,4-4,35.5,3.9,2,[西] 須貝尚介,シルクレーシング,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2020103482,牡,3,428,-2
10,7,9,プレジールミノル,55,酒井学,1:22.5,クビ,10-10,35.2,56.7,8,[西] 北出成人,吉岡實,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2018104322,牡,5,496,-2
11,8,11,シベリアンタイガー,50,藤懸貴志,1:22.5,クビ,12-12,34.7,258.1,12,[東] 加藤和宏,岡田牧雄,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2011106610,セ,1,478,-2
12,7,10,メイショウフォイル,53,国分恭介,1:22.7,3/4,4-4,35.7,166.6,11,[西] 西園翔太,松本好雄,,舞子特別,202309030809,阪神,1400,右,芝,良,曇,2017105794,牡,6,512,-6
