着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,5,プリマヴィータ,52,河原田菜,2:12.7,,1-1-1-1,37.9,47.1,10,[西] 服部利之,酒井孝敏,800.0,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2019100831,牝,4,432,+8
2,6,6,ジューンアヲニヨシ,54,池添謙一,2:13.6,5,4-6-5-4,36.9,2.6,2,[西] 松下武士,吉川潤,320.0,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020100912,牡,3,476,+12
3,4,4,サトノクローク,54,鮫島克駿,2:13.8,1.1/4,3-3-5-4,37.1,2.2,1,[西] 橋口慎介,里見治,200.0,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020106667,牡,3,458,0
4,2,2,マコトヴィクラント,54,幸英明,2:13.9,1/2,4-3-5-6,37.0,43.2,9,[西] 鮫島一歩,ディアマント,120.0,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020104940,牡,3,464,-2
5,1,1,スカパラダイス,54,岩田望来,2:14.0,1/2,10-10-9-6,37.0,14.9,4,[西] 寺島良,トライスターレーシング,80.0,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020105730,牡,3,450,-2
6,8,9,リツィタル,56,松山弘平,2:14.3,1.3/4,2-2-2-2,37.8,16.5,5,[西] 牧田和弥,永田和彦,,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2018101134,牝,5,408,+12
7,3,3,フリンジティアラ,52,松若風馬,2:14.3,クビ,7-6-2-2,37.8,18.0,6,[西] 上村洋行,大谷正嗣,,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020101344,牝,3,462,+4
8,8,10,ボンベール,58,菅原明良,2:14.6,2,7-8-5-6,37.6,7.2,3,[東] 辻哲英,木部厳生,,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2016102904,牡,7,490,-8
9,7,7,ブロンドケリー,55,田口貫太,2:14.7,1/2,7-8-9-6,37.7,41.5,8,[西] 藤沢則雄,水谷昌晃,,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2019106226,牡,4,446,+4
10,7,8,ジークシュベルト,54,Ｍ．デム,2:16.0,8,4-5-4-10,39.1,35.3,7,[西] 高橋義忠,ライオンレースホース,,3歳以上1勝クラス,202309030807,阪神,2200,右,芝,良,曇,2020106593,牡,3,448,-4
