着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,5,5,レディントン,55,松若風馬,1:35.1,,7-7,34.6,5.3,4,[西] 杉山晴紀,長谷川祐司,720.0,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021105926,牡,2,462,0
2,8,10,ダイメイイチョウ,54,角田大河,1:35.4,1.3/4,1-1,35.6,18.8,6,[西] 本田優,宮本孝一,290.0,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021103982,牝,2,434,0
3,3,3,コートリーバウ,55,幸英明,1:35.6,3/4,4-3,35.5,4.8,3,[西] 池添学,吉田勝己,180.0,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021105543,牝,2,394,0
4,4,4,イーグルノワール,55,西村淳也,1:35.7,3/4,5-5,35.5,3.4,1,[西] 音無秀孝,社台レースホース,110.0,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021107170,牡,2,518,0
5,6,6,ブルボンクイーン,55,酒井学,1:35.9,1.1/2,6-5,35.6,26.8,8,[西] 角田晃一,ノースヒルズ,72.0,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021100297,牝,2,444,0
6,6,7,フイノマジワリ,55,木幡初也,1:36.0,クビ,9-9,35.0,37.5,10,[東] 竹内正洋,由井健太郎,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021101415,牝,2,432,0
7,7,8,グレッソネイ,55,藤岡康太,1:36.5,3.1/2,2-2,36.5,4.6,2,[西] 高野友和,キャロットファーム,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021105371,牡,2,508,0
8,7,9,ベルベストランナー,55,岩田望来,1:36.8,1.1/2,7-8,36.1,19.8,7,[西] 西村真幸,宮崎俊也,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021103591,牡,2,456,0
9,1,1,ベレンガリア,52,今村聖奈,1:37.3,3,10-9,36.2,27.6,9,[西] 平田修,Ｇ１レーシング,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021104803,牝,2,430,0
10,8,11,スノーライトニング,55,坂井瑠星,1:38.0,4,2-3,37.9,13.9,5,[西] 松下武士,吉田勝己,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021105828,牡,2,454,0
11,2,2,ダイヤフレンド,55,森裕太朗,1:39.8,大,10-11,37.8,158.8,11,[西] 羽月友彦,大野數芳,,2歳新馬,202309030605,阪神,1600,右,芝,良,曇,2021104370,牝,2,462,0
