着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,1,1,キングズソード,56.5,川田将雅,1:49.9,,9-10-10-10,35.6,2.1,1,[西] 寺島良,ヒダカ・ブリーダーズ・ユニオン,"2,231.5",三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2019103943,牡,4,502,-4
2,2,3,メイクアリープ,55,古川吉洋,1:49.9,ハナ,3-3-4-5,36.1,7.0,3,[西] 大根田裕,宮川純造,889.0,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2019103908,牡,4,482,-4
3,4,6,ビヨンドザファザー,56,坂井瑠星,1:50.1,1.1/4,5-6-7-7,36.1,7.8,4,[西] 藤岡健一,スリーエイチレーシング,554.5,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2019101613,牡,4,512,-2
4,3,5,フィロロッソ,56,岩田望来,1:50.6,3,11-11-14-10,36.2,22.8,7,[西] 中竹和也,社台レースホース,330.0,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2017104652,牡,6,496,+8
5,8,14,メイショウフンジン,57.5,太宰啓介,1:50.6,ハナ,2-2-2-2,37.1,10.4,5,[西] 西園正都,松本好雄,220.0,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2018106571,牡,5,518,0
6,7,13,ワールドバローズ,56,和田竜二,1:51.0,2.1/2,1-1-1-3,37.5,48.8,9,[西] 石坂公一,猪熊広次,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2018103027,牡,5,468,+4
7,8,15,ニホンピロスクーロ,55,高倉稜,1:51.0,ハナ,3-3-3-1,37.3,116.0,12,[西] 服部利之,小林英一,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2017103890,セ,6,508,+2
8,4,7,ゴールドハイアー,55,菱田裕二,1:51.1,1/2,7-8-12-12,36.6,24.1,8,[西] 大久保龍,居城寿与,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2018102195,牡,5,498,+4
9,7,12,ニューモニュメント,58,酒井学,1:51.6,3,11-11-12-12,37.1,5.7,2,[西] 小崎憲,前田葉子,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2016105885,牡,7,488,-3
10,6,10,ジャズブルース,55,団野大成,1:51.6,クビ,5-5-4-5,37.8,80.2,11,[西] 吉村圭司,シルクレーシング,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2019101179,牡,4,462,+2
11,5,8,コルテジア,56,藤岡康太,1:51.9,1.1/2,7-6-4-3,38.0,126.3,13,[西] 鈴木孝志,前田幸治,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2017101805,牡,6,468,+2
12,6,11,エナハツホ,53,小崎綾也,1:51.9,ハナ,9-8-7-7,37.8,14.0,6,[西] 吉田直弘,宮原廣伸,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2019100094,牝,4,444,0
13,3,4,マリオマッハー,53,秋山真一,1:52.3,2.1/2,15-15-10-7,38.1,173.0,15,[西] 安達昭夫,サン,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2017101186,セ,6,448,-4
14,5,9,メイショウテンゲン,54,国分恭介,1:52.9,3.1/2,13-13-7-12,38.6,154.6,14,[西] 松永昌博,松本好雄,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2016102192,牡,7,464,-6
15,2,2,アルサトワ,57.5,松若風馬,1:53.3,2.1/2,13-13-15-15,38.5,54.8,10,[西] 斉藤崇史,ゴドルフィン,,三宮ステークス,202309030411,阪神,1800,右,ダート,重,曇,2017106606,牡,6,520,+2
