着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,2,3,マチカゼ,55,荻野極,1:21.9,,3-4,36.1,3.8,2,[西] 杉山晴紀,藤田晋,800.0,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2020103668,牡,3,486,0
2,4,7,サク,53,田口貫太,1:22.0,クビ,7-6,35.8,40.2,8,[西] 北出成人,増田江利子,320.0,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019102215,牝,4,452,-4
3,5,9,ドリアード,56,田中健,1:22.0,クビ,2-2,36.4,85.9,13,[西] 佐々木晶,ヒダカ・ブリーダーズ・ユニオン,200.0,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2018106425,牝,5,470,0
4,6,11,ロードリライアブル,58,松若風馬,1:22.2,1.1/4,12-10,35.5,61.2,10,[西] 清水久詞,ロードホースクラブ,120.0,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019103008,牡,4,502,+20
5,7,13,エーデルサンライズ,53,秋山真一,1:22.4,1.1/4,5-5,36.4,13.0,6,[西] 小林真也,松岡隆雄,80.0,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2020102329,牝,3,424,+6
6,8,15,ショウナンラタン,58,団野大成,1:22.4,クビ,14-13,35.4,42.8,9,[西] 西園正都,国本哲秀,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019106863,牡,4,496,0
7,3,4,ウォータールグラン,53,西塚洸二,1:22.6,3/4,1-1,37.9,11.2,5,[西] 河内洋,山岡正人,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019102786,牝,4,498,-4
8,2,2,シコウ,57,秋山稔樹,1:22.7,3/4,10-10,36.1,82.8,12,[西] 藤沢則雄,岡田牧雄,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2017103255,セ,6,478,0
9,8,14,ファムスパーブ,56,古川吉洋,1:22.8,クビ,10-10,36.2,269.8,15,[西] 小林真也,Ｇ１レーシング,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019104448,牝,4,456,-2
10,6,10,メイショウイヌワシ,58,藤岡康太,1:22.8,ハナ,3-3,37.1,17.9,7,[西] 石橋守,松本好雄,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019104100,牡,4,476,-2
11,1,1,アルファヒディ,58,岩田望来,1:22.8,アタマ,12-13,36.0,6.5,4,[西] 池江泰寿,サンデーレーシング,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2019105322,牡,4,490,-10
12,4,6,マルクパージュ,53,和田竜二,1:22.8,ハナ,9-6,36.5,3.7,1,[西] 斉藤崇史,シルクレーシング,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2020103495,牝,3,402,+4
13,3,5,ジークシュベルト,55,菱田裕二,1:22.8,クビ,7-9,36.6,71.1,11,[西] 高橋義忠,ライオンレースホース,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2020106593,牡,3,452,+6
14,5,8,ビップランバン,58,国分恭介,1:23.2,2.1/2,15-15,36.1,130.7,14,[西] 清水久詞,鈴木邦英,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2018105050,牡,5,474,-6
15,7,12,ハートループ,53,坂井瑠星,1:25.7,大,5-6,39.7,4.2,3,[西] 池添学,キャロットファーム,,3歳以上1勝クラス,202309030412,阪神,1400,右,芝,稍重,曇,2020102649,牝,3,466,+2
