着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,8,10,ブレイヴロッカー,55,藤岡康太,1:59.6,,5-6-4-4,33.7,2.9,1,[西] 本田優,吉田照哉,800.0,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2020102870,牡,3,460,+4
2,1,1,サトノクローク,55,鮫島克駿,1:59.8,1.1/4,2-2-2-2,34.3,3.9,2,[西] 橋口慎介,里見治,320.0,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2020106667,牡,3,458,-2
3,7,8,ダズリングブレイヴ,55,幸英明,1:59.9,3/4,3-3-2-3,34.3,4.2,3,[西] 斉藤崇史,サンデーレーシング,200.0,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2020103688,牡,3,490,-4
4,2,2,サトノマジェスタ,58,和田竜二,2:00.1,1.1/4,3-4-4-4,34.3,38.4,8,[西] 音無秀孝,里見治,120.0,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2018104713,牡,5,488,0
5,4,4,パーサヴィアランス,55,西塚洸二,2:00.4,2,8-8-7-7,34.3,9.0,5,[西] 西村真幸,馬場幸夫,80.0,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2019105330,牡,4,454,0
6,7,7,ディーンズリスター,58,荻野極,2:00.8,2.1/2,5-5-4-4,35.0,11.4,6,[西] 矢作芳人,サンデーレーシング,,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2019105490,牡,4,508,-2
7,5,5,シリンガバルガリス,55,岩田康誠,2:00.9,3/4,9-9-10-10,34.5,7.7,4,[西] 松永幹夫,サンデーレーシング,,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2020103663,牡,3,492,-2
8,6,6,ツクヨミ,55,吉田隼人,2:01.1,3/4,9-9-7-7,35.0,19.8,7,[西] 坂口智康,ゴドルフィン,,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2020101806,牡,3,460,-6
9,3,3,フェニックスループ,58,富田暁,2:01.4,1.3/4,7-7-7-7,35.3,67.8,9,[西] 平田修,社台レースホース,,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2019104918,牡,4,462,0
10,8,9,ロフティースマイル,55,角田大和,2:01.8,2.1/2,1-1-1-1,37.0,224.6,10,[西] 飯田祐史,ＹＧＧホースクラブ,,3歳以上1勝クラス,202309030208,阪神,2000,右,芝,良,晴,2019104616,牝,4,440,+4
