着順,枠番,馬番,馬名,斤量,騎手,タイム,着差,通過,上り,単勝,人気,調教師,馬主,賞金(万円),race_name,raceID,cource,distance,around,groung,groung_state,weather,houceID,sex,age,hource_weight,weight_diff
1,3,6,マスクトディーヴァ,53,岩田望来,1:47.3,,10-8,34.6,3.3,2,[西] 辻野泰之,社台レースホース,800.0,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020103054,牝,3,444,-4
2,1,2,ポルカリズム,53,川田将雅,1:47.7,2.1/2,7-8,35.0,2.5,1,[西] 中内田充,キャロットファーム,320.0,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020103577,牝,3,470,-2
3,2,3,メランポジューム,52,泉谷楓真,1:48.3,3.1/2,11-10,35.5,25.9,8,[西] 高野友和,ノースヒルズ,200.0,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020105648,牝,3,450,+2
4,4,7,メテオリート,53,坂井瑠星,1:48.3,ハナ,4-4,35.8,11.3,5,[西] 吉岡辰弥,シルクレーシング,120.0,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020103648,牝,3,478,+8
5,5,9,ゴールドローズ,56,秋山真一,1:48.4,1/2,15-15,35.1,53.8,10,[西] 飯田祐史,高昭牧場,80.0,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019102553,牝,4,454,0
6,1,1,ナムララジベラ,53,高倉稜,1:48.6,1.1/4,11-10,35.7,47.5,9,[西] 杉山晴紀,奈村睦弘,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020101288,牝,3,450,-8
7,4,8,エクローサ,53,古川吉洋,1:48.6,ハナ,14-13,35.5,172.1,13,[西] 坂口智康,吉田千津,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020102834,牝,3,446,+6
8,6,11,ダイシンビヨンド,56,松若風馬,1:48.6,クビ,2-2,36.4,10.1,4,[西] 梅田智之,大八木信行,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019101985,牝,4,452,-4
9,3,5,ユイ,56,酒井学,1:48.7,クビ,1-1,36.5,315.2,15,[西] 高橋康之,佐藤理,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019101645,牝,4,446,+2
10,2,4,ラリベラ,56,団野大成,1:48.7,クビ,4-4,36.2,24.8,7,[西] 安田隆行,雅苑興業,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019105533,牝,4,470,+2
11,5,10,チュウワダンス,56,藤岡康太,1:49.0,1.3/4,7-7,36.4,7.0,3,[西] 大久保龍,中西忍,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019105154,牝,4,456,+6
12,8,15,バリコノユメ,53,田口貫太,1:49.2,1.1/4,4-4,36.7,62.2,11,[西] 松永昌博,大田恭充,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2018109002,牝,5,486,0
13,7,13,エリカフェリーチェ,56,菱田裕二,1:49.5,2,16-15,36.2,212.3,14,[西] 吉岡辰弥,三木正浩,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019103123,牝,4,472,+14
14,7,14,サーマルソアリング,53,荻野極,1:49.6,1/2,11-13,36.6,17.3,6,[西] 藤原英昭,キャロットファーム,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2020102688,牝,3,476,+14
15,6,12,シゲルイワイザケ,56,和田竜二,1:49.7,1/2,2-3,37.4,64.7,12,[西] 渡辺薫彦,森中啓子,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019105430,牝,4,498,+8
16,8,16,チャオベッラ,56,鮫島良太,1:52.7,大,7-10,39.8,450.9,16,[西] 緒方努,吉田千津,,3歳以上1勝クラス,202309030408,阪神,1800,右,芝,稍重,曇,2019104903,牝,4,458,-8
